group,names,scores,logfoldchanges,pvals,pvals_adj
0,SLC25A39,36.369877,0.52907187,1.2749078911703973e-289,6.844162243226395e-288
0,MYH9,36.275482,0.6192692,3.9412571602439875e-288,2.109510975292496e-286
0,IER2,36.263966,1.1590264,5.986435626048346e-288,3.194660483645503e-286
0,MAP1LC3B,35.945297,0.77128434,5.994009894909987e-283,3.1611810542539945e-281
0,LAPTM4A,35.91328,0.50972515,1.895362116749414e-282,9.966722896965339e-281
0,KRT16,35.88497,1.2293705,5.241087653579856e-282,2.7479801854804706e-280
0,CCDC64B,35.84897,1.452234,1.9083952570862402e-281,9.97691287890667e-280
0,TIMP2,35.76368,0.7585732,4.054966930694982e-280,2.1137543559889436e-278
0,TMC4,35.711273,0.8881217,2.6423572474448583e-279,1.373414819018738e-277
0,DGAT1,35.674686,1.1696348,9.762961216868827e-279,5.059858631820432e-277
0,TFG,35.581192,0.43733814,2.737723963832116e-277,1.4107515119070706e-275
