,VAPC_T5_A,VAPC_T5_B,VAPC_T5_C
pflA,4.0,1.0,1.0
pflB,191.0,218.0,183.0
pflC,25.0,16.0,36.0
pflD,103.0,126.0,116.0
pgaA,64.0,78.0,78.0
pgaB,70.0,79.0,65.0
pgaC,49.0,52.0,66.0
pgaD,72.0,96.0,76.0
pgi,28.0,28.0,33.0
pgk,88.0,84.0,83.0
pgl,173.0,150.0,145.0
pgm,195.0,176.0,159.0
pgpA,9.0,12.0,14.0
pgpB,121.0,121.0,140.0
pgsA,0.0,0.0,0.0
pheA,133.0,102.0,120.0
pheL,1.0,4.0,2.0
pheP,1.0,1.0,2.0
pheT,248.0,291.0,244.0
phnA,50.0,40.0,38.0
phnB,0.0,0.0,0.0
phnC,0.0,0.0,1.0
phnD,0.0,0.0,2.0
phnE,54.0,49.0,57.0
phnF,2.0,0.0,3.0
phnG,0.0,0.0,0.0
phnH,0.0,1.0,1.0
phnI,0.0,0.0,0.0
phnJ,64.0,60.0,73.0
phnK,43.0,50.0,30.0
phnL,0.0,0.0,0.0
phnM,38.0,34.0,20.0
phnN,73.0,92.0,90.0
phnO,1.0,0.0,0.0
phnP,0.0,1.0,1.0
phoA,0.0,0.0,0.0
phoB,2.0,0.0,0.0
phoE,55.0,56.0,60.0
phoH,106.0,107.0,87.0
phoP,313.0,316.0,295.0
phoQ,104.0,100.0,110.0
phoR,67.0,62.0,74.0
phoU,98.0,77.0,75.0
php,17.0,11.0,25.0
phr,89.0,111.0,113.0
pin,32.0,37.0,33.0
pinH,13.0,17.0,12.0
pinQ,141.0,122.0,108.0
pinR,49.0,49.0,45.0
pioO,12.0,16.0,7.0
pitA,35.0,27.0,24.0
pitB,2.0,1.0,2.0
pldA,16.0,9.0,9.0
pldB,0.0,0.0,0.0
plsB,114.0,115.0,102.0
plsC,70.0,84.0,64.0
plsX,450.0,430.0,424.0
pmbA,27.0,23.0,29.0
pmrD,53.0,50.0,36.0
pncA,22.0,33.0,34.0
pncB,152.0,165.0,180.0
pnp,154.0,152.0,130.0
pntA,73.0,78.0,83.0
pntB,233.0,237.0,272.0
pnuC,69.0,60.0,62.0
polA,59.0,43.0,59.0
polB,1.0,2.0,2.0
potA,82.0,91.0,91.0
potB,47.0,42.0,35.0
potC,0.0,0.0,0.0
potD,180.0,183.0,199.0
potE,122.0,99.0,116.0
potF,12.0,12.0,14.0
potG,19.0,17.0,11.0
potH,43.0,59.0,44.0
potI,0.0,0.0,0.0
poxA,13.0,14.0,19.0
poxB,61.0,36.0,42.0
ppa,0.0,0.0,1.0
ppc,88.0,86.0,110.0
ppdA,0.0,0.0,0.0
ppdB,35.0,14.0,25.0
ppdC,0.0,0.0,0.0
ppdD,28.0,42.0,36.0
pphA,173.0,166.0,165.0
pphB,50.0,47.0,52.0
ppiA,0.0,0.0,0.0
ppiB,27.0,20.0,38.0
ppiC,125.0,107.0,119.0
ppiD,111.0,126.0,156.0
ppk,56.0,43.0,65.0
pppA,74.0,61.0,75.0
pps,175.0,183.0,201.0
ppx,48.0,69.0,56.0
pqiA,150.0,157.0,156.0
pqiB,65.0,60.0,69.0
pqqL,9.0,12.0,16.0
prc,140.0,138.0,149.0
prfA,148.0,174.0,201.0
prfB,107.0,122.0,115.0
prfC,23.0,12.0,20.0
prfH,14.0,15.0,12.0
priA,1.0,0.0,1.0
priB,3.0,7.0,10.0
priC,0.0,0.0,0.0
prkB,78.0,70.0,101.0
prlC,121.0,107.0,110.0
prmA,7.0,8.0,13.0
prmB,65.0,100.0,73.0
prmC,8.0,6.0,8.0
proA,51.0,43.0,46.0
proB,0.0,2.0,0.0
proC,15.0,12.0,11.0
proP,702.0,768.0,798.0
proQ,38.0,25.0,20.0
proS,62.0,59.0,52.0
proV,162.0,145.0,126.0
proW,0.0,0.0,0.0
proX,27.0,22.0,37.0
proY,0.0,2.0,1.0
prpB,35.0,39.0,22.0
prpC,0.0,0.0,0.0
prpD,14.0,9.0,17.0
prpE,4.0,4.0,5.0
prpR,36.0,49.0,53.0
prsA,79.0,83.0,116.0
psd,94.0,118.0,118.0
psiE,58.0,59.0,50.0
psiF,42.0,39.0,59.0
pspA,193.0,174.0,197.0
pspB,18.0,20.0,19.0
pspC,56.0,56.0,38.0
pspD,0.0,0.0,0.0
pspE,8.0,18.0,6.0
pspF,114.0,112.0,111.0
pssA,46.0,35.0,39.0
pstA,12.0,18.0,19.0
pstB,18.0,29.0,29.0
pstC,29.0,31.0,30.0
pstS,11.0,12.0,12.0
pta,167.0,189.0,215.0
pth,103.0,110.0,108.0
ptrA,146.0,166.0,187.0
ptrB,53.0,53.0,56.0
ptsA,2.0,4.0,3.0
ptsG,16.0,15.0,19.0
ptsH,95.0,71.0,94.0
ptsI,235.0,241.0,226.0
ptsN,25.0,36.0,36.0
ptsP,9.0,10.0,13.0
purA,565.0,612.0,586.0
purB,50.0,47.0,45.0
purC,1.0,2.0,3.0
purD,5.0,7.0,10.0
purE,31.0,26.0,31.0
purF,15.0,26.0,32.0
purH,197.0,173.0,206.0
purK,37.0,45.0,50.0
purL,323.0,316.0,327.0
purM,54.0,61.0,45.0
purN,2.0,0.0,2.0
purR,296.0,290.0,303.0
purT,3.0,9.0,6.0
purU,128.0,91.0,127.0
putA,23.0,25.0,12.0
putP,92.0,81.0,101.0
puuA,20.0,26.0,23.0
puuB,52.0,66.0,50.0
puuC,10.0,12.0,11.0
puuD,61.0,74.0,72.0
puuE,1.0,5.0,2.0
puuP,82.0,101.0,87.0
puuR,145.0,124.0,149.0
pykA,3.0,6.0,5.0
pykF,75.0,71.0,70.0
pyrB,26.0,40.0,44.0
pyrC,76.0,82.0,85.0
pyrD,110.0,118.0,116.0
pyrE,112.0,130.0,120.0
pyrF,22.0,9.0,17.0
pyrG,245.0,288.0,271.0
pyrH,86.0,114.0,93.0
pyrI,11.0,4.0,11.0
pyrL,9.0,10.0,14.0
qor,18.0,25.0,27.0
qseB,11.0,4.0,13.0
qseC,2.0,0.0,0.0
queA,1.0,0.0,3.0
queC,20.0,16.0,16.0
queF,59.0,53.0,58.0
racC,78.0,72.0,107.0
racR,80.0,102.0,104.0
radA,44.0,46.0,55.0
raiA,43.0,64.0,59.0
rarA,1.0,0.0,0.0
rarD,22.0,20.0,23.0
ravA,46.0,49.0,62.0
rbbA,26.0,23.0,25.0
rbfA,4.0,1.0,3.0
rbn,5.0,5.0,5.0
rbsA,132.0,148.0,124.0
rbsB,9.0,12.0,19.0
rbsC,49.0,50.0,56.0
rbsD,6.0,11.0,13.0
rbsK,119.0,103.0,120.0
rbsR,34.0,23.0,27.0
rcsA,141.0,145.0,169.0
rcsB,45.0,33.0,42.0
rcsC,82.0,85.0,88.0
rcsD,102.0,123.0,119.0
rcsF,43.0,44.0,34.0
rdgC,2.0,5.0,4.0
recA,1.0,4.0,2.0
recB,44.0,62.0,53.0
recC,81.0,55.0,74.0
recD,24.0,21.0,23.0
recE,75.0,107.0,74.0
recF,34.0,37.0,40.0
recG,0.0,1.0,1.0
recJ,73.0,82.0,69.0
recN,104.0,97.0,118.0
recO,22.0,23.0,21.0
recQ,65.0,60.0,76.0
recR,1.0,0.0,4.0
recT,31.0,19.0,39.0
recX,5.0,0.0,0.0
relA,50.0,53.0,40.0
relB,85.0,89.0,91.0
relE,29.0,32.0,32.0
rem,38.0,36.0,45.0
rep,57.0,50.0,72.0
rfaB,56.0,60.0,58.0
rfaC,41.0,48.0,29.0
rfaD,2.0,0.0,3.0
rfaE,26.0,18.0,34.0
rfaF,17.0,8.0,10.0
rfaG,78.0,75.0,74.0
rfaH,13.0,12.0,7.0
rfaI,81.0,83.0,79.0
rfaJ,83.0,111.0,82.0
rfaK,28.0,21.0,16.0
rfaL,100.0,109.0,115.0
rfaP,127.0,149.0,142.0
rfaQ,77.0,76.0,74.0
rfaS,1.0,1.0,1.0
rfaY,43.0,46.0,56.0
rfaZ,62.0,61.0,47.0
rfbA,87.0,88.0,101.0
rfbB,96.0,100.0,105.0
rfbC,323.0,361.0,340.0
rfbD,291.0,310.0,339.0
rfbX,165.0,138.0,169.0
rfe,41.0,43.0,47.0
rffA,68.0,50.0,60.0
rffC,0.0,0.0,0.0
rffD,111.0,106.0,124.0
rffE,93.0,102.0,110.0
rffG,37.0,38.0,38.0
rffH,56.0,68.0,71.0
rffM,97.0,90.0,90.0
rffT,16.0,16.0,9.0
rhaA,0.0,1.0,0.0
rhaB,35.0,44.0,36.0
rhaD,15.0,13.0,18.0
rhaM,0.0,0.0,1.0
rhaR,74.0,69.0,75.0
rhaS,29.0,23.0,29.0
rhaT,15.0,10.0,23.0
rhlB,113.0,127.0,112.0
rhlE,23.0,22.0,16.0
rho,397.0,366.0,346.0
rhoL,1.0,0.0,2.0
rhsA,34.0,53.0,42.0
rhsB,200.0,189.0,187.0
rhsC,105.0,122.0,84.0
rhsD,44.0,48.0,63.0
rhsE,92.0,63.0,77.0
rhtA,1.0,4.0,0.0
rhtB,41.0,38.0,38.0
rhtC,26.0,26.0,30.0
ribA,49.0,54.0,58.0
ribB,57.0,48.0,31.0
ribC,104.0,78.0,83.0
ribD,83.0,94.0,100.0
ribE,8.0,2.0,1.0
ribF,31.0,27.0,23.0
rihA,25.0,14.0,23.0
rihB,77.0,75.0,61.0
rihC,46.0,54.0,55.0
rimI,7.0,13.0,13.0
rimJ,126.0,139.0,133.0
rimK,0.0,0.0,0.0
rimL,174.0,153.0,167.0
rimM,213.0,235.0,216.0
rlmB,29.0,20.0,34.0
rlmL,104.0,109.0,107.0
rlpA,2.0,0.0,1.0
rlpB,43.0,28.0,35.0
rluA,26.0,26.0,35.0
rluB,11.0,8.0,7.0
rluC,5.0,5.0,3.0
rluD,25.0,30.0,33.0
rluE,57.0,59.0,55.0
rluF,16.0,13.0,12.0
rmf,2.0,3.0,1.0
rmuC,0.0,0.0,0.0
rna,105.0,93.0,114.0
rnb,139.0,119.0,154.0
rnc,66.0,77.0,87.0
rnd,63.0,68.0,58.0
rne,239.0,239.0,227.0
rng,10.0,16.0,15.0
rnhA,0.0,0.0,1.0
rnhB,23.0,19.0,20.0
rnk,28.0,18.0,29.0
rnpA,3.0,12.0,6.0
rnr,2.0,0.0,2.0
rnt,2.0,4.0,1.0
rob,11.0,9.0,14.0
rof,35.0,44.0,46.0
rpe,52.0,68.0,51.0
rph,0.0,1.0,0.0
rpiA,33.0,22.0,34.0
rpiB,2.0,4.0,5.0
rpiR,64.0,68.0,66.0
rplA,1317.0,1252.0,1391.0
rplB,41.0,64.0,54.0
rplC,3766.0,3735.0,3704.0
rplD,2568.0,2625.0,2589.0
rplE,1472.0,1493.0,1511.0
rplF,2141.0,2289.0,2192.0
rplI,856.0,823.0,799.0
rplJ,1574.0,1629.0,1626.0
rplK,72.0,71.0,62.0
rplL,3526.0,3600.0,3656.0
rplM,9.0,14.0,13.0
rplN,1929.0,1940.0,1894.0
rplO,5214.0,5229.0,5432.0
rplP,32.0,27.0,34.0
rplQ,475.0,489.0,453.0
rplR,1843.0,1932.0,1813.0
rplS,566.0,567.0,601.0
rplT,789.0,841.0,801.0
rplU,30.0,24.0,36.0
rplV,1018.0,995.0,1101.0
rplW,2411.0,2574.0,2461.0
rplX,1148.0,1197.0,1199.0
rplY,11.0,9.0,9.0
rpmA,206.0,243.0,186.0
rpmB,6.0,6.0,6.0
rpmC,3688.0,3624.0,3713.0
rpmD,1107.0,1117.0,1109.0
rpmE,0.0,2.0,2.0
rpmF,158.0,132.0,148.0
rpmG,135.0,129.0,142.0
rpmH,12.0,7.0,10.0
rpmI,80.0,74.0,73.0
rpmJ,54.0,55.0,45.0
rpoA,3606.0,3658.0,3547.0
rpoB,711.0,711.0,767.0
rpoC,923.0,980.0,849.0
rpoD,213.0,226.0,235.0
rpoE,76.0,94.0,111.0
rpoH,72.0,65.0,64.0
rpoN,45.0,45.0,35.0
rpoS,296.0,297.0,303.0
rpoZ,80.0,82.0,85.0
rpsA,2062.0,2151.0,2102.0
rpsB,181.0,202.0,191.0
rpsC,528.0,489.0,504.0
rpsD,4846.0,4787.0,4827.0
rpsE,1809.0,1966.0,1829.0
rpsF,130.0,152.0,148.0
rpsG,263.0,296.0,277.0
rpsH,558.0,594.0,595.0
rpsI,8.0,7.0,8.0
rpsJ,12.0,10.0,10.0
rpsK,4296.0,4388.0,4330.0
rpsM,690.0,746.0,729.0
rpsN,2297.0,2393.0,2314.0
rpsO,1.0,5.0,6.0
rpsP,3.0,2.0,3.0
rpsQ,879.0,912.0,901.0
rpsR,238.0,219.0,223.0
rpsS,245.0,260.0,243.0
rpsT,0.0,0.0,1.0
rpsU,32.0,30.0,43.0
rraA,100.0,122.0,122.0
rraB,56.0,52.0,51.0
rrfB,80072.0,78031.0,78866.0
rrmA,105.0,126.0,113.0
rrmJ,296.0,301.0,361.0
rsd,97.0,78.0,93.0
rseA,44.0,41.0,43.0
rseB,328.0,340.0,344.0
rseC,0.0,0.0,0.0
rseP,122.0,146.0,142.0
rsgA,41.0,28.0,47.0
rsmB,17.0,17.0,16.0
rsmC,43.0,26.0,26.0
rspA,47.0,54.0,49.0
rspB,128.0,151.0,150.0
rssA,198.0,196.0,189.0
rssB,45.0,65.0,60.0
rstA,130.0,116.0,117.0
rstB,44.0,47.0,38.0
rsuA,34.0,49.0,30.0
rsxA,94.0,72.0,85.0
rsxB,2.0,3.0,2.0
rsxC,90.0,102.0,91.0
rsxD,1.0,5.0,6.0
rsxE,30.0,24.0,24.0
rsxG,0.0,0.0,0.0
rtcA,1.0,3.0,0.0
rtcB,149.0,169.0,158.0
rtcR,1.0,0.0,0.0
rtn,121.0,93.0,114.0
rumA,70.0,73.0,66.0
rumB,1.0,0.0,0.0
rusA,2.0,4.0,1.0
rutF,10.0,16.0,13.0
ruvA,97.0,130.0,110.0
ruvB,262.0,257.0,240.0
ruvC,0.0,0.0,0.0
rzpR,0.0,0.0,0.0
sanA,55.0,72.0,45.0
sapA,8.0,6.0,7.0
sapB,16.0,18.0,17.0
sapC,1.0,1.0,0.0
sapD,41.0,36.0,48.0
sapF,16.0,15.0,14.0
sbcB,64.0,65.0,72.0
sbcC,65.0,61.0,61.0
sbcD,95.0,81.0,73.0
sbmA,115.0,109.0,111.0
sbmC,122.0,100.0,121.0
sbp,154.0,162.0,180.0
sdaA,47.0,38.0,36.0
sdaB,72.0,62.0,63.0
sdaC,128.0,123.0,129.0
sdhA,0.0,0.0,1.0
sdhB,17.0,16.0,19.0
sdhC,102.0,94.0,72.0
sdhD,0.0,0.0,0.0
sdiA,301.0,305.0,336.0
secA,208.0,211.0,210.0
secB,24.0,18.0,23.0
secD,198.0,236.0,241.0
secE,0.0,0.0,0.0
secF,93.0,73.0,86.0
secG,450.0,474.0,463.0
secM,53.0,39.0,36.0
secY,1171.0,1161.0,1172.0
selA,27.0,33.0,30.0
selB,3.0,0.0,0.0
selD,15.0,26.0,20.0
seqA,25.0,21.0,27.0
serA,140.0,149.0,158.0
serB,4.0,3.0,2.0
serC,161.0,191.0,169.0
serS,96.0,84.0,111.0
serV,17724.0,17218.0,17779.0
setA,66.0,69.0,58.0
setB,28.0,25.0,26.0
setC,38.0,48.0,33.0
sfcA,151.0,119.0,122.0
sfmA,62.0,57.0,55.0
sfmC,39.0,27.0,34.0
sfmD,25.0,23.0,25.0
sfmF,150.0,143.0,165.0
sfmH,72.0,60.0,83.0
sfsA,40.0,30.0,22.0
sfsB,2.0,1.0,2.0
sgbE,2.0,2.0,0.0
sgbH,0.0,0.0,0.0
sgbU,63.0,67.0,64.0
sgcA,6.0,11.0,25.0
sgcB,30.0,40.0,27.0
sgcC,69.0,69.0,65.0
sgcE,67.0,48.0,55.0
sgcQ,23.0,17.0,22.0
sgcR,88.0,90.0,88.0
sgcX,7.0,6.0,14.0
sgrR,11.0,19.0,14.0
shiA,129.0,131.0,136.0
sieB,122.0,101.0,129.0
sirA,75.0,83.0,65.0
sixA,53.0,67.0,60.0
slp,111.0,125.0,124.0
slt,32.0,39.0,57.0
slyA,117.0,109.0,128.0
slyB,301.0,320.0,313.0
slyD,10.0,10.0,14.0
slyX,31.0,33.0,32.0
smf,111.0,139.0,101.0
smg,180.0,170.0,169.0
smpA,26.0,19.0,32.0
smpB,9.0,9.0,9.0
smtA,115.0,78.0,91.0
sodA,9.0,4.0,20.0
sodB,411.0,472.0,438.0
sodC,0.0,2.0,0.0
sohA,92.0,98.0,89.0
sohB,117.0,152.0,143.0
solA,2.0,1.0,0.0
soxR,3.0,1.0,2.0
soxS,24.0,29.0,26.0
speA,445.0,479.0,481.0
speB,24.0,28.0,31.0
speC,90.0,101.0,106.0
speD,110.0,93.0,87.0
speE,31.0,37.0,35.0
speF,91.0,98.0,79.0
speG,109.0,91.0,88.0
spoT,207.0,193.0,213.0
spoU,0.0,0.0,0.0
sppA,29.0,32.0,33.0
spr,159.0,197.0,191.0
sprT,16.0,10.0,17.0
spy,49.0,39.0,29.0
sra,5.0,9.0,7.0
srlA,7.0,3.0,2.0
srlB,5.0,0.0,4.0
srlD,8.0,5.0,8.0
srlE,25.0,33.0,27.0
srlR,47.0,35.0,31.0
srmB,12.0,11.0,8.0
ssb,0.0,2.0,0.0
sscR,5.0,5.0,4.0
sseA,115.0,91.0,99.0
sseB,184.0,190.0,195.0
ssnA,67.0,69.0,54.0
sspA,1.0,1.0,0.0
sspB,1.0,1.0,3.0
sstT,53.0,61.0,56.0
ssuA,8.0,10.0,11.0
ssuB,5.0,3.0,9.0
ssuC,12.0,12.0,16.0
ssuD,0.0,0.0,0.0
ssuE,16.0,8.0,16.0
stfE,18.0,33.0,22.0
stfQ,79.0,80.0,87.0
stfR,59.0,65.0,70.0
sthA,104.0,95.0,102.0
stpA,27.0,27.0,25.0
sucA,1.0,0.0,0.0
sucB,3.0,3.0,3.0
sucC,43.0,42.0,53.0
sucD,1.0,0.0,0.0
sufA,33.0,35.0,24.0
sufB,26.0,34.0,20.0
sufC,59.0,71.0,68.0
sufD,78.0,82.0,78.0
sufE,17.0,10.0,13.0
sufI,0.0,4.0,2.0
sufS,96.0,106.0,97.0
sugE,0.0,0.0,0.0
suhB,457.0,449.0,439.0
sulA,193.0,194.0,178.0
surA,59.0,52.0,58.0
surE,7.0,5.0,4.0
sxy,2.0,3.0,1.0
syd,96.0,115.0,94.0
tadA,3.0,5.0,0.0
tag,93.0,105.0,86.0
talA,66.0,54.0,76.0
talB,86.0,81.0,59.0
tam,0.0,0.0,1.0
tap,21.0,31.0,28.0
tar,130.0,155.0,159.0
tas,17.0,16.0,23.0
tatA,55.0,46.0,64.0
tatB,1.0,4.0,1.0
tatC,24.0,31.0,25.0
tatD,2.0,0.0,1.0
tatE,0.0,1.0,3.0
tauA,13.0,9.0,17.0
tauB,0.0,0.0,0.0
tauC,54.0,46.0,29.0
tauD,57.0,43.0,52.0
tbpA,33.0,20.0,37.0
tdcA,44.0,57.0,61.0
tdcB,74.0,89.0,84.0
tdcC,42.0,50.0,57.0
tdcD,21.0,17.0,14.0
tdcE,93.0,97.0,110.0
tdcF,0.0,1.0,0.0
tdcG,126.0,113.0,106.0
tdcR,41.0,33.0,38.0
tdh,30.0,20.0,35.0
tdk,26.0,47.0,43.0
tehA,9.0,13.0,6.0
tehB,34.0,46.0,46.0
tesA,32.0,21.0,44.0
tesB,0.0,0.0,2.0
tetR,2163.0,2325.0,2305.0
tfaE,219.0,208.0,167.0
tfaS,31.0,41.0,37.0
tfaX,0.0,0.0,0.0
tff,28307.0,28488.0,28470.0
tgt,163.0,161.0,166.0
thiC,3.0,5.0,2.0
thiD,3.0,3.0,2.0
thiE,0.0,0.0,0.0
thiF,2.0,2.0,2.0
thiG,1.0,3.0,1.0
thiH,10.0,15.0,20.0
thiI,136.0,127.0,111.0
thiK,23.0,21.0,26.0
thiL,85.0,98.0,96.0
thiM,13.0,14.0,12.0
thiP,0.0,0.0,0.0
thiQ,1.0,1.0,1.0
thiS,6.0,10.0,14.0
thrA,72.0,65.0,99.0
thrB,3.0,2.0,1.0
thrC,16.0,10.0,9.0
thrS,211.0,201.0,186.0
thrU---thrToperon,2169.0,2118.0,2165.0
thyA,17.0,27.0,24.0
tig,629.0,645.0,668.0
tilS,42.0,36.0,34.0
tktA,99.0,96.0,92.0
tktB,8.0,8.0,11.0
tldD,35.0,40.0,47.0
tmk,75.0,82.0,92.0
tnaA,25.0,15.0,30.0
tnaB,23.0,33.0,30.0
tnaC,0.0,0.0,1.0
tolA,199.0,170.0,181.0
tolB,172.0,161.0,167.0
tolC,78.0,94.0,78.0
tolQ,299.0,298.0,326.0
tolR,30.0,33.0,49.0
tonB,38.0,43.0,44.0
topA,321.0,308.0,328.0
topB,2.0,1.0,1.0
torA,115.0,129.0,123.0
torC,107.0,114.0,127.0
torD,2.0,3.0,2.0
torI,82.0,80.0,80.0
torR,15.0,16.0,18.0
torS,83.0,100.0,75.0
torT,83.0,84.0,78.0
torY,83.0,100.0,72.0
torZ,51.0,40.0,38.0
tpiA,50.0,46.0,36.0
tppB,199.0,170.0,168.0
tpr,8.0,16.0,16.0
tpx,64.0,33.0,38.0
tqsA,60.0,48.0,58.0
traY,3.0,4.0,6.0
treA,55.0,55.0,55.0
treB,11.0,19.0,19.0
treC,9.0,4.0,2.0
treF,11.0,13.0,12.0
treR,39.0,44.0,41.0
trg,94.0,95.0,84.0
trkA,74.0,75.0,62.0
trkD,46.0,39.0,48.0
trkG,147.0,132.0,177.0
trkH,32.0,34.0,37.0
trmA,58.0,66.0,77.0
trmD,111.0,105.0,84.0
trmI,100.0,106.0,97.0
trpB,0.0,1.0,1.0
trpC,2.0,5.0,4.0
trpD,7.0,11.0,11.0
trpE,2.0,3.0,2.0
trpH,4.0,8.0,13.0
trpR,15.0,9.0,14.0
trpS,73.0,66.0,69.0
truA,44.0,49.0,53.0
truB,35.0,36.0,29.0
truC,6.0,3.0,9.0
truD,77.0,73.0,50.0
trxB,3.0,3.0,3.0
trxC,51.0,73.0,67.0
tsf,3.0,2.0,3.0
tsgA,2.0,6.0,2.0
tsr,229.0,203.0,181.0
tsx,28.0,24.0,25.0
ttcA,73.0,83.0,73.0
ttdA,36.0,38.0,48.0
ttdB,6.0,3.0,7.0
ttk,78.0,93.0,91.0
tufA,37.0,39.0,44.0
tufB,38.0,30.0,31.0
tus,38.0,36.0,40.0
tynA,105.0,106.0,103.0
tyrA,74.0,81.0,96.0
tyrB,24.0,23.0,21.0
tyrP,120.0,123.0,135.0
tyrR,103.0,104.0,103.0
tyrS,34.0,29.0,23.0
tyrT,46342.0,45184.0,46241.0
ubiA,122.0,120.0,113.0
ubiB,134.0,146.0,135.0
ubiC,2.0,1.0,1.0
ubiD,84.0,101.0,108.0
ubiE,24.0,11.0,23.0
ubiF,33.0,39.0,32.0
ubiG,16.0,10.0,10.0
ubiH,9.0,16.0,10.0
ubiX,80.0,58.0,69.0
ucpA,2.0,2.0,2.0
udk,21.0,24.0,32.0
udp,22.0,9.0,22.0
ugd,87.0,76.0,93.0
ugpA,11.0,25.0,20.0
ugpB,5.0,1.0,5.0
ugpC,0.0,0.0,0.0
ugpE,0.0,0.0,0.0
ugpQ,14.0,14.0,14.0
uhpA,17.0,11.0,15.0
uhpB,0.0,3.0,1.0
uhpC,23.0,24.0,19.0
uhpT,50.0,51.0,44.0
uidB,32.0,23.0,26.0
uidC,89.0,86.0,76.0
uidR,21.0,22.0,22.0
ulaA,14.0,20.0,21.0
ulaB,1.0,1.0,2.0
ulaC,0.0,0.0,1.0
ulaD,0.0,0.0,0.0
ulaE,121.0,105.0,95.0
ulaF,29.0,34.0,54.0
ulaG,51.0,61.0,48.0
ulaR,55.0,71.0,59.0
umuC,80.0,69.0,83.0
umuD,28.0,29.0,30.0
ung,0.0,1.0,0.0
upp,2.0,2.0,6.0
uraA,66.0,61.0,62.0
usg,1.0,7.0,2.0
ushA,55.0,49.0,53.0
uspA,24.0,20.0,19.0
uspB,17.0,18.0,18.0
uspE,59.0,45.0,61.0
uspF,30.0,37.0,35.0
uspG,32.0,24.0,36.0
uup,145.0,130.0,141.0
uvrA,109.0,78.0,88.0
uvrB,64.0,74.0,75.0
uvrC,70.0,99.0,93.0
uvrD,4.0,4.0,5.0
uvrY,84.0,89.0,97.0
uxaA,2.0,0.0,2.0
uxaB,60.0,84.0,66.0
uxaC,135.0,174.0,152.0
uxuA,18.0,7.0,11.0
uxuB,6.0,1.0,0.0
uxuR,34.0,27.0,34.0
vacJ,9.0,8.0,10.0
valS,352.0,372.0,328.0
vapC,2096.0,2267.0,2191.0
viaA,17.0,15.0,20.0
visC,92.0,104.0,98.0
vsr,1.0,5.0,2.0
wbbH,100.0,90.0,103.0
wbbI,129.0,113.0,126.0
wbbJ,31.0,24.0,24.0
wbbK,72.0,91.0,82.0
wbbL,43.0,47.0,62.0
wcaA,11.0,8.0,4.0
wcaB,2.0,4.0,3.0
wcaC,14.0,4.0,7.0
wcaD,44.0,60.0,64.0
wcaE,116.0,96.0,101.0
wcaF,6.0,4.0,10.0
wcaI,58.0,50.0,49.0
wcaJ,108.0,95.0,112.0
wcaK,37.0,28.0,45.0
wcaL,15.0,13.0,14.0
wcaM,62.0,49.0,47.0
wrbA,1.0,0.0,0.0
wza,74.0,54.0,67.0
wzb,0.0,1.0,0.0
wzc,62.0,53.0,56.0
wzxC,49.0,39.0,48.0
wzxE,35.0,29.0,31.0
wzyE,5.0,9.0,3.0
wzzE,2.0,0.0,0.0
xapA,92.0,95.0,80.0
xapB,41.0,33.0,41.0
xapR,17.0,10.0,10.0
xdhA,131.0,163.0,145.0
xdhB,55.0,46.0,48.0
xdhC,7.0,4.0,8.0
xdhD,94.0,106.0,115.0
xerC,51.0,76.0,57.0
xerD,89.0,88.0,85.0
xni,113.0,90.0,88.0
xseA,41.0,40.0,34.0
xseB,1.0,0.0,0.0
xthA,28.0,31.0,26.0
xylA,83.0,109.0,98.0
xylB,70.0,52.0,66.0
xylE,53.0,53.0,69.0
xylF,83.0,70.0,85.0
xylG,119.0,128.0,113.0
xylH,27.0,26.0,27.0
xylR,91.0,104.0,78.0
yaaA,117.0,120.0,108.0
yaaH,84.0,82.0,94.0
yaaI,28.0,27.0,36.0
yaaJ,114.0,88.0,92.0
yaaU,74.0,70.0,61.0
yaaW,50.0,38.0,42.0
yaaX,3.0,0.0,0.0
yaaY,0.0,0.0,0.0
yabI,86.0,95.0,122.0
yabP,227.0,261.0,262.0
yacC,0.0,0.0,0.0
yacF,77.0,64.0,59.0
yacG,0.0,0.0,1.0
yacH,23.0,22.0,20.0
yacL,1.0,0.0,0.0
yadB,17.0,20.0,21.0
yadC,106.0,110.0,136.0
yadD,73.0,64.0,99.0
yadE,30.0,29.0,26.0
yadG,83.0,68.0,83.0
yadH,91.0,75.0,102.0
yadI,13.0,18.0,17.0
yadK,172.0,210.0,207.0
yadL,148.0,149.0,133.0
yadM,146.0,145.0,161.0
yadN,113.0,106.0,119.0
yadR,79.0,62.0,77.0
yadS,25.0,24.0,29.0
yaeB,0.0,0.0,1.0
yaeF,234.0,201.0,232.0
yaeH,18.0,21.0,19.0
yaeI,85.0,91.0,91.0
yaeJ,0.0,3.0,4.0
yaeP,2.0,0.0,0.0
yaeQ,29.0,32.0,21.0
yaeR,12.0,17.0,32.0
yafC,81.0,68.0,86.0
yafD,23.0,54.0,27.0
yafE,82.0,73.0,74.0
yafF,43.0,49.0,51.0
yafJ,0.0,1.0,2.0
yafK,138.0,122.0,94.0
yafL,88.0,82.0,67.0
yafM,49.0,36.0,51.0
yafN,22.0,15.0,16.0
yafO,164.0,137.0,153.0
yafP,21.0,17.0,18.0
yafQ,40.0,44.0,43.0
yafS,62.0,64.0,72.0
yafT,116.0,116.0,139.0
yafU,58.0,38.0,63.0
yafV,14.0,9.0,15.0
yafW,24.0,26.0,26.0
