,VAPC_T2_A,VAPC_T2_B,VAPC_T2_C
Unnamed: 1,2507.0,2414.0,2412.0
GFP,41448.0,41577.0,39725.0
INTR_alaXW,211.0,187.0,217.0
LELOBEKK,8.0,7.0,5.0
LELOBEKK_appX,0.0,1.0,0.0
LELOBEKK_fdoG,2.0,0.0,0.0
LELOBEKK_finO,1.0,2.0,0.0
LELOBEKK_flmC,1.0,0.0,0.0
LELOBEKK_galT,0.0,0.0,2.0
LELOBEKK_gap,1.0,0.0,0.0
LELOBEKK_lacA,0.0,0.0,0.0
LELOBEKK_lacY,0.0,0.0,1.0
LELOBEKK_lacZ,0.0,0.0,0.0
LELOBEKK_malE,0.0,0.0,0.0
LELOBEKK_mpaA,0.0,0.0,0.0
LELOBEKK_psiB,0.0,0.0,0.0
LELOBEKK_tisB,0.0,0.0,1.0
LELOBEKK_trpA,0.0,0.0,0.0
LELOBEKK_ynhF,0.0,0.0,0.0
LELOBEKK_yshB,0.0,1.0,0.0
LELOBEKKtfaE,0.0,1.0,0.0
LacI,92865.0,91613.0,89681.0
MS2_fwd,0.0,2.0,2.0
YFP,1.0,1.0,0.0
aaeA,20.0,20.0,21.0
aaeB,17.0,21.0,21.0
aaeR,15.0,30.0,37.0
aaeX,0.0,0.0,3.0
aas,19.0,19.0,16.0
aat,4.0,4.0,1.0
abgA,1.0,0.0,0.0
abgB,15.0,9.0,16.0
abgR,9.0,13.0,13.0
abgT,14.0,14.0,18.0
abrB,0.0,1.0,1.0
accA,149.0,135.0,111.0
accB,70.0,73.0,63.0
accC,26.0,17.0,21.0
accD,9.0,5.0,10.0
aceA,59.0,67.0,42.0
aceB,43.0,45.0,44.0
aceE,80.0,70.0,65.0
aceF,101.0,88.0,92.0
aceK,5.0,5.0,8.0
ackA,31.0,34.0,23.0
acnA,35.0,40.0,31.0
acnB,36.0,31.0,20.0
acpP,509.0,462.0,501.0
acpS,1.0,0.0,0.0
acpT,1.0,1.0,1.0
acrA,12.0,6.0,10.0
acrB,11.0,7.0,6.0
acrD,5.0,2.0,0.0
acrE,2.0,4.0,1.0
acrF,27.0,28.0,29.0
acrR,47.0,41.0,41.0
acs,9.0,6.0,6.0
actP,1.0,1.0,3.0
ada,0.0,1.0,0.0
add,7.0,10.0,12.0
ade,9.0,8.0,8.0
adhE,30.0,21.0,18.0
adhP,55.0,76.0,55.0
adiA,6.0,9.0,7.0
adiC,3.0,5.0,2.0
adiY,10.0,9.0,19.0
adk,0.0,1.0,0.0
aegA,4.0,9.0,4.0
aer,0.0,0.0,2.0
aes,4.0,7.0,6.0
afuB,9.0,7.0,5.0
afuC,15.0,18.0,12.0
agaB,8.0,5.0,8.0
agaC,1.0,2.0,3.0
agaD,3.0,6.0,7.0
agaI,10.0,5.0,6.0
agaR,0.0,1.0,0.0
agaS,0.0,0.0,0.0
agaV,3.0,2.0,1.0
agaW,2.0,1.0,0.0
agp,9.0,16.0,10.0
ahpC,150.0,143.0,133.0
ahpF,19.0,17.0,12.0
aidB,9.0,7.0,12.0
ais,11.0,9.0,13.0
alaS,100.0,77.0,106.0
alaw,12750.0,12463.0,12459.0
aldA,37.0,32.0,32.0
alkB,12.0,6.0,6.0
allA,4.0,2.0,7.0
allB,9.0,8.0,15.0
allC,15.0,16.0,21.0
allD,4.0,3.0,3.0
allR,46.0,52.0,39.0
alr,40.0,30.0,39.0
alsA,10.0,10.0,8.0
alsB,17.0,20.0,20.0
alsC,2.0,3.0,1.0
alsE,3.0,1.0,4.0
alsK,4.0,4.0,3.0
alx,5.0,3.0,3.0
amiA,66.0,52.0,49.0
amiB,78.0,68.0,72.0
amiC,0.0,0.0,1.0
amn,11.0,9.0,7.0
ampC,6.0,8.0,9.0
ampD,0.0,0.0,0.0
ampE,37.0,25.0,24.0
ampG,19.0,5.0,7.0
ampH,5.0,2.0,6.0
ampR,7355.0,6865.0,6595.0
amtB,0.0,0.0,0.0
amyA,47.0,42.0,55.0
anmK,2.0,4.0,4.0
ansA,14.0,14.0,14.0
ansB,22.0,23.0,33.0
ansP,21.0,16.0,13.0
apaG,6.0,2.0,5.0
apaH,4.0,3.0,3.0
aphA,23.0,21.0,15.0
appA,18.0,16.0,17.0
appB,5.0,1.0,2.0
appC,7.0,4.0,6.0
appY,2.0,0.0,2.0
apt,0.0,1.0,1.0
aqpZ,3.0,7.0,2.0
araB,0.0,0.0,2.0
araD,0.0,0.0,0.0
araF,11.0,17.0,17.0
araG,11.0,9.0,27.0
araH,0.0,3.0,1.0
araJ,9.0,6.0,4.0
arcA,46.0,54.0,62.0
arcB,13.0,13.0,21.0
argA,19.0,10.0,23.0
argB,0.0,0.0,0.0
argC,9.0,7.0,13.0
argD,43.0,57.0,36.0
argE,7.0,11.0,3.0
argF,5.0,2.0,1.0
argG,17.0,24.0,34.0
argH,8.0,8.0,8.0
argI,9.0,8.0,8.0
argK,0.0,0.0,0.0
argO,15.0,8.0,9.0
argR,42.0,43.0,40.0
argS,31.0,23.0,30.0
argT,9.0,2.0,0.0
arnA,10.0,10.0,22.0
arnB,10.0,9.0,11.0
arnC,11.0,5.0,3.0
arnT,24.0,24.0,29.0
aroA,30.0,21.0,24.0
aroB,6.0,7.0,7.0
aroC,0.0,0.0,1.0
aroD,11.0,13.0,7.0
aroE,14.0,14.0,13.0
aroF,87.0,64.0,80.0
aroG,8.0,14.0,13.0
aroH,17.0,31.0,28.0
aroK,66.0,60.0,54.0
aroM,83.0,95.0,95.0
aroP,30.0,35.0,22.0
arpA,8.0,14.0,11.0
arpB,12.0,25.0,18.0
arsB,0.0,3.0,8.0
arsC,2.0,2.0,2.0
artI,21.0,22.0,26.0
artJ,9.0,5.0,5.0
artM,3.0,6.0,10.0
artQ,3.0,4.0,5.0
ascB,11.0,15.0,23.0
ascF,6.0,5.0,5.0
ascG,8.0,6.0,7.0
asd,12.0,13.0,15.0
aslA,26.0,21.0,15.0
aslB,16.0,17.0,16.0
asmA,28.0,29.0,29.0
asnA,1.0,2.0,1.0
asnB,10.0,15.0,4.0
asnC,0.0,1.0,1.0
asnS,1.0,5.0,0.0
aspA,23.0,23.0,35.0
aspC,45.0,42.0,34.0
aspS,57.0,67.0,62.0
aspv,13489.0,13206.0,12928.0
asr,0.0,0.0,2.0
astA,1.0,0.0,0.0
astB,12.0,8.0,7.0
astC,2.0,1.0,1.0
astD,1.0,0.0,0.0
astE,2.0,0.0,6.0
atoA,1.0,0.0,0.0
atoB,9.0,18.0,8.0
atoC,19.0,20.0,11.0
atoE,9.0,7.0,7.0
atoS,11.0,10.0,17.0
atpA,343.0,247.0,259.0
atpB,1.0,1.0,3.0
atpC,0.0,1.0,1.0
atpD,7.0,11.0,11.0
atpE,11.0,10.0,11.0
atpG,50.0,47.0,44.0
atpH,179.0,170.0,182.0
avtA,3.0,19.0,4.0
azoR,4.0,1.0,4.0
baeS,9.0,6.0,9.0
barA,20.0,12.0,25.0
basR,6.0,6.0,7.0
basS,6.0,7.0,6.0
bax,115.0,126.0,92.0
bcp,13.0,16.0,15.0
bcr,0.0,2.0,6.0
bcsB,2.0,5.0,6.0
bcsC,3.0,3.0,2.0
bcsE,7.0,10.0,3.0
bcsF,4.0,1.0,1.0
bcsG,15.0,6.0,11.0
bdm,21.0,21.0,27.0
betA,19.0,15.0,7.0
betT,16.0,25.0,20.0
bfd,1.0,0.0,0.0
bfr,10.0,9.0,18.0
bglA,25.0,36.0,32.0
bglB,3.0,4.0,5.0
bglF,6.0,4.0,8.0
bglG,10.0,7.0,16.0
bglH,8.0,11.0,14.0
bglJ,9.0,11.0,6.0
bglX,16.0,16.0,22.0
bioA,5.0,6.0,5.0
bioB,1.0,0.0,0.0
bioC,0.0,3.0,3.0
bioD,23.0,18.0,16.0
bioF,1.0,5.0,1.0
bioH,0.0,1.0,1.0
bipA,483.0,476.0,450.0
birA,35.0,52.0,39.0
bisC,7.0,6.0,10.0
blc,0.0,4.0,5.0
blr,12.0,9.0,5.0
bolA,27.0,35.0,26.0
brnQ,0.0,0.0,0.0
bssR,11.0,14.0,25.0
bssS,4.0,10.0,9.0
btuB,21.0,31.0,30.0
btuC,0.0,1.0,0.0
btuD,11.0,10.0,5.0
btuE,8.0,4.0,6.0
btuF,0.0,0.0,2.0
btuR,16.0,14.0,14.0
cadA,2.0,5.0,0.0
cadB,8.0,10.0,8.0
cadC,10.0,14.0,10.0
caiA,6.0,3.0,5.0
caiB,13.0,10.0,17.0
caiC,37.0,25.0,26.0
caiD,6.0,5.0,5.0
caiE,18.0,6.0,17.0
caiF,34.0,33.0,22.0
caiT,23.0,17.0,18.0
camR,0.0,1.0,0.0
can,5.0,3.0,5.0
carA,22.0,21.0,17.0
carB,29.0,31.0,25.0
cbl,48.0,43.0,37.0
cbpA,4.0,4.0,4.0
cbpM,5.0,2.0,0.0
cbrA,2.0,5.0,5.0
cbrC,34.0,28.0,22.0
cca,6.0,8.0,11.0
cchB,3.0,4.0,4.0
ccmA,3.0,6.0,2.0
ccmE,5.0,4.0,8.0
ccmG,13.0,6.0,9.0
ccmH,3.0,1.0,1.0
cdaR,7.0,7.0,4.0
cdd,10.0,10.0,10.0
cdh,43.0,64.0,64.0
cdsA,43.0,48.0,55.0
cedA,0.0,0.0,0.0
cfa,50.0,63.0,51.0
chaA,12.0,16.0,5.0
chaB,9.0,0.0,4.0
chaC,17.0,17.0,19.0
chbA,0.0,0.0,5.0
chbB,4.0,2.0,2.0
chbC,34.0,41.0,28.0
chbF,13.0,18.0,9.0
chbG,3.0,2.0,5.0
chbR,14.0,20.0,23.0
cheA,661.0,627.0,659.0
cheB,71.0,63.0,63.0
cheR,0.0,1.0,0.0
cheW,134.0,131.0,115.0
cheY,1.0,1.0,0.0
cheZ,66.0,70.0,50.0
chiA,27.0,23.0,20.0
cho,11.0,9.0,11.0
chpA,1.0,0.0,0.0
chpR,33.0,19.0,53.0
chpS,0.0,0.0,0.0
cirA,35.0,38.0,33.0
citA,19.0,16.0,17.0
citB,9.0,10.0,6.0
citC,10.0,11.0,11.0
citE,0.0,0.0,0.0
citF,0.0,2.0,2.0
citT,5.0,2.0,6.0
citX,0.0,0.0,0.0
clcA,19.0,27.0,27.0
clcB,6.0,1.0,8.0
cld,172.0,188.0,213.0
clpA,66.0,62.0,59.0
clpB,63.0,70.0,49.0
clpP,0.0,3.0,0.0
clpS,6.0,4.0,0.0
clpX,301.0,315.0,264.0
cls,18.0,25.0,23.0
cmk,301.0,277.0,308.0
cmr,2.0,3.0,5.0
cmtA,8.0,7.0,5.0
cmtB,5.0,1.0,3.0
coaA,17.0,9.0,14.0
coaD,13.0,8.0,7.0
coaE,19.0,13.0,18.0
cobB,5.0,5.0,5.0
cobC,11.0,5.0,11.0
cobS,5.0,9.0,5.0
cobT,8.0,11.0,3.0
cobU,37.0,54.0,43.0
codA,2.0,0.0,1.0
codB,53.0,52.0,45.0
cof,7.0,17.0,12.0
copA,19.0,17.0,22.0
corA,75.0,66.0,65.0
cpdB,4.0,6.0,2.0
cpsB,1.0,1.0,0.0
cpsG,6.0,9.0,11.0
cpxA,49.0,39.0,50.0
cpxP,8.0,4.0,7.0
cpxR,45.0,30.0,45.0
crcA,0.0,0.0,3.0
crcB,4.0,1.0,6.0
creA,1.0,1.0,1.0
creC,28.0,42.0,32.0
creD,23.0,16.0,15.0
crl,12.0,17.0,20.0
crp,6.0,8.0,16.0
crr,104.0,105.0,103.0
csdA,1.0,1.0,3.0
csgA,1.0,2.0,5.0
csgB,7.0,6.0,12.0
csgC,4.0,8.0,1.0
csgD,15.0,16.0,14.0
csgE,3.0,4.0,9.0
csgF,10.0,3.0,4.0
csgG,8.0,7.0,4.0
csiE,26.0,22.0,27.0
csiR,12.0,18.0,17.0
cspA,204.0,193.0,154.0
cspB,1.0,2.0,1.0
cspC,0.0,1.0,0.0
cspD,2.0,1.0,0.0
cspE,11.0,5.0,8.0
cspF,1.0,0.0,2.0
cspG,25.0,31.0,33.0
cspH,0.0,0.0,0.0
cspI,1.0,3.0,4.0
csrA,3.0,5.0,3.0
csrb,1287.0,1207.0,1247.0
cstA,21.0,27.0,21.0
cueO,25.0,20.0,28.0
cusA,10.0,6.0,3.0
cusB,3.0,6.0,3.0
cusC,9.0,8.0,5.0
cusF,10.0,11.0,12.0
cusR,18.0,17.0,24.0
cusS,4.0,2.0,6.0
cutA,0.0,0.0,1.0
cutC,2.0,13.0,11.0
cvpA,34.0,31.0,38.0
cvrA,28.0,41.0,36.0
cyaA,13.0,12.0,10.0
cyaY,0.0,0.0,0.0
cybB,7.0,7.0,4.0
cybC,1.0,0.0,2.0
cycA,32.0,45.0,37.0
cydA,0.0,2.0,5.0
cydB,5.0,6.0,3.0
cydC,19.0,15.0,12.0
cydD,20.0,36.0,28.0
cynR,5.0,2.0,1.0
cynS,9.0,6.0,8.0
cynT,2.0,2.0,4.0
cynX,16.0,24.0,21.0
cyoA,147.0,142.0,137.0
cyoB,30.0,22.0,20.0
cyoC,9.0,8.0,8.0
cyoD,0.0,0.0,1.0
cyoE,1.0,0.0,0.0
cysA,2.0,9.0,6.0
cysB,88.0,71.0,77.0
cysC,15.0,18.0,16.0
cysD,152.0,159.0,145.0
cysE,0.0,0.0,0.0
cysG,20.0,27.0,19.0
cysH,18.0,25.0,25.0
cysI,10.0,10.0,10.0
cysJ,5.0,5.0,3.0
cysK,508.0,521.0,535.0
cysM,3.0,1.0,2.0
cysN,26.0,30.0,31.0
cysP,0.0,0.0,1.0
cysQ,1.0,0.0,0.0
cysS,7.0,10.0,14.0
cysU,49.0,39.0,29.0
cysW,1.0,1.0,0.0
cysZ,1.0,7.0,3.0
cytR,4.0,17.0,13.0
dacA,11.0,11.0,17.0
dacB,32.0,26.0,26.0
dacC,43.0,26.0,49.0
dacD,35.0,34.0,19.0
dadX,0.0,1.0,0.0
dam,9.0,10.0,8.0
damX,7.0,19.0,16.0
dapA,157.0,132.0,166.0
dapB,5.0,5.0,7.0
dapD,7.0,8.0,5.0
dapE,6.0,10.0,9.0
dbpA,8.0,11.0,6.0
dcd,7.0,2.0,1.0
dcm,6.0,3.0,3.0
dcp,6.0,7.0,5.0
dcrB,16.0,16.0,14.0
dctA,13.0,26.0,16.0
dcuA,7.0,7.0,14.0
dcuB,4.0,2.0,2.0
dcuC,3.0,7.0,3.0
dcuD,27.0,12.0,20.0
dcuR,15.0,22.0,15.0
dcuS,9.0,14.0,18.0
dcyD,31.0,32.0,23.0
ddlA,16.0,13.0,14.0
ddlB,24.0,27.0,31.0
ddpA,2.0,3.0,2.0
ddpB,0.0,0.0,0.0
ddpC,0.0,1.0,2.0
ddpD,0.0,1.0,1.0
ddpF,7.0,8.0,6.0
ddpX,13.0,16.0,8.0
deaD,770.0,864.0,766.0
dedA,22.0,16.0,17.0
dedD,16.0,16.0,23.0
def,18.0,24.0,20.0
degP,52.0,43.0,40.0
degQ,22.0,15.0,18.0
degS,19.0,17.0,10.0
deoA,21.0,12.0,13.0
deoB,16.0,9.0,20.0
deoC,0.0,2.0,0.0
deoD,2.0,3.0,1.0
deoR,0.0,3.0,2.0
der,14.0,25.0,19.0
dfp,18.0,11.0,7.0
dgoA,0.0,0.0,0.0
dgoD,12.0,10.0,13.0
dgoK,2.0,9.0,6.0
dgoT,4.0,1.0,2.0
dgsA,34.0,22.0,35.0
dgt,28.0,30.0,25.0
dhaK,5.0,7.0,3.0
dhaL,1.0,4.0,4.0
dhaM,19.0,8.0,14.0
dhaR,12.0,21.0,18.0
diaA,38.0,57.0,58.0
dicA,0.0,0.0,0.0
dicB,0.0,0.0,0.0
dicC,3.0,5.0,0.0
dinB,0.0,0.0,0.0
dinD,21.0,27.0,36.0
dinF,16.0,18.0,13.0
dinG,35.0,26.0,30.0
dinI,1.0,0.0,3.0
dinJ,4.0,3.0,5.0
dipZ,6.0,10.0,10.0
djlB,34.0,21.0,22.0
djlC,7.0,16.0,12.0
dkgA,0.0,5.0,5.0
dkgB,40.0,23.0,34.0
dksA,2.0,1.0,4.0
dld,8.0,2.0,5.0
dmsA,18.0,12.0,14.0
dmsB,43.0,28.0,40.0
dmsD,19.0,13.0,20.0
dnaA,300.0,293.0,248.0
dnaB,44.0,35.0,48.0
dnaC,28.0,22.0,27.0
dnaE,39.0,45.0,29.0
dnaG,188.0,175.0,181.0
dnaJ,21.0,11.0,15.0
dnaK,10.0,12.0,15.0
dnaN,50.0,49.0,53.0
dnaQ,20.0,22.0,13.0
dnaT,8.0,7.0,6.0
dnaX,39.0,28.0,36.0
dos,18.0,16.0,26.0
dppA,16.0,19.0,17.0
dppC,2.0,5.0,1.0
dppD,2.0,7.0,6.0
dppF,1.0,3.0,1.0
dps,4.0,2.0,4.0
dsbA,7.0,15.0,5.0
dsbB,11.0,1.0,7.0
dsbC,62.0,67.0,58.0
dsbG,22.0,26.0,30.0
dsdA,19.0,15.0,14.0
dsdC,13.0,5.0,7.0
dsdX,6.0,2.0,3.0
dtd,2.0,0.0,0.0
dusA,46.0,41.0,36.0
dusB,192.0,207.0,213.0
dusC,16.0,14.0,8.0
dut,0.0,2.0,0.0
dxr,3.0,1.0,2.0
dxs,0.0,1.0,1.0
eaeH,5.0,8.0,8.0
eamA,26.0,29.0,28.0
ebgA,15.0,22.0,16.0
ebgC,9.0,6.0,4.0
ebgR,11.0,8.0,5.0
ecfK,73.0,81.0,90.0
ecnA,10.0,16.0,10.0
ecnB,8.0,9.0,11.0
ecpD,18.0,4.0,5.0
eda,1.0,0.0,0.0
edd,17.0,16.0,21.0
efp,11.0,12.0,7.0
elaA,2.0,2.0,4.0
elaB,0.0,0.0,1.0
elaC,9.0,5.0,4.0
elaD,3.0,3.0,6.0
elbA,3.0,14.0,4.0
elbB,7.0,15.0,10.0
emrA,9.0,6.0,7.0
emrB,6.0,5.0,10.0
emrE,19.0,20.0,18.0
emrK,16.0,14.0,12.0
emrY,3.0,4.0,2.0
emtA,10.0,8.0,4.0
endA,12.0,5.0,4.0
eno,68.0,58.0,70.0
entA,8.0,4.0,5.0
entB,8.0,7.0,3.0
entC,1.0,1.0,0.0
entD,14.0,20.0,14.0
entE,0.0,0.0,0.0
entF,1.0,1.0,5.0
envC,21.0,17.0,20.0
envR,15.0,21.0,23.0
envY,15.0,16.0,12.0
envZ,2.0,1.0,7.0
epd,20.0,21.0,11.0
eptA,2.0,12.0,9.0
eptB,16.0,20.0,14.0
era,19.0,21.0,19.0
erfK,22.0,37.0,30.0
essD,2.0,4.0,4.0
essQ,13.0,18.0,20.0
etk,11.0,7.0,9.0
etp,14.0,12.0,11.0
eutA,6.0,10.0,11.0
eutB,13.0,6.0,3.0
eutC,1.0,0.0,0.0
eutE,5.0,3.0,5.0
eutG,4.0,5.0,5.0
eutH,2.0,4.0,4.0
eutJ,0.0,0.0,0.0
eutQ,0.0,0.0,0.0
evgA,18.0,20.0,17.0
evgS,13.0,15.0,15.0
exbB,12.0,15.0,15.0
exbD,16.0,12.0,23.0
exoX,22.0,22.0,16.0
exuR,18.0,30.0,14.0
exuT,2.0,4.0,1.0
fabA,104.0,112.0,107.0
fabB,82.0,67.0,59.0
fabD,62.0,62.0,47.0
fabF,579.0,557.0,509.0
fabG,203.0,211.0,219.0
fabH,32.0,48.0,46.0
fabI,2.0,1.0,4.0
fabR,12.0,18.0,5.0
fabZ,164.0,175.0,163.0
fadA,1.0,5.0,2.0
fadB,0.0,1.0,0.0
fadD,15.0,12.0,18.0
fadE,2.0,0.0,2.0
fadH,3.0,1.0,2.0
fadJ,13.0,15.0,9.0
fadK,4.0,9.0,17.0
fadL,66.0,58.0,65.0
fadR,14.0,12.0,16.0
fbaA,18.0,24.0,20.0
fbaB,13.0,17.0,16.0
fbp,15.0,11.0,17.0
fcl,0.0,0.0,1.0
fdhD,8.0,10.0,7.0
fdhE,14.0,14.0,8.0
fdhF,10.0,12.0,17.0
fdnG,43.0,28.0,43.0
fdnH,0.0,0.0,2.0
fdnI,21.0,25.0,24.0
fdoG,64.0,47.0,42.0
fdoH,2.0,5.0,5.0
fdoI,43.0,36.0,38.0
fdrA,9.0,13.0,9.0
feaB,2.0,4.0,2.0
feaR,22.0,14.0,28.0
fecA,4.0,5.0,7.0
fecB,4.0,2.0,3.0
fecC,1.0,0.0,0.0
fecE,6.0,3.0,8.0
feoB,8.0,13.0,10.0
fepA,7.0,9.0,9.0
fepB,2.0,1.0,4.0
fepC,7.0,6.0,3.0
fepD,0.0,0.0,0.0
fepE,13.0,17.0,10.0
fes,8.0,6.0,5.0
ffh,63.0,86.0,74.0
ffs,4902.0,4439.0,4211.0
fhlA,27.0,20.0,28.0
fhuA,38.0,21.0,29.0
fhuB,7.0,9.0,6.0
fhuD,15.0,11.0,15.0
fhuE,12.0,4.0,6.0
fic,1.0,2.0,0.0
fieF,21.0,27.0,23.0
fimA,81.0,71.0,53.0
fimB,26.0,19.0,19.0
fimC,45.0,40.0,49.0
fimD,36.0,34.0,13.0
fimE,10.0,16.0,10.0
fimH,34.0,32.0,24.0
fimI,65.0,44.0,28.0
fimZ,3.0,1.0,3.0
fis,742.0,724.0,634.0
fiu,10.0,5.0,10.0
fixA,7.0,6.0,4.0
fixC,21.0,19.0,21.0
fixX,9.0,6.0,5.0
fkpA,50.0,43.0,56.0
fkpB,1.0,4.0,3.0
fldA,50.0,66.0,81.0
fldB,0.0,0.0,0.0
flgA,5.0,8.0,12.0
flgB,5.0,5.0,11.0
flgC,5.0,3.0,2.0
flgD,0.0,0.0,1.0
flgE,11.0,13.0,10.0
flgF,26.0,18.0,24.0
flgG,10.0,5.0,14.0
flgH,15.0,15.0,10.0
flgJ,6.0,5.0,2.0
flgK,91.0,113.0,97.0
flgL,39.0,31.0,38.0
flgM,66.0,49.0,66.0
flgN,37.0,57.0,47.0
flhA,22.0,15.0,17.0
flhB,3.0,2.0,0.0
flhC,20.0,20.0,20.0
flhD,1.0,2.0,0.0
fliA,44.0,55.0,37.0
fliC,916.0,963.0,971.0
fliD,151.0,119.0,109.0
fliF,0.0,1.0,1.0
fliG,6.0,8.0,10.0
fliH,2.0,0.0,6.0
fliI,0.0,0.0,0.0
fliJ,3.0,3.0,4.0
fliK,1.0,0.0,2.0
fliL,0.0,0.0,1.0
fliM,20.0,15.0,17.0
fliN,14.0,8.0,12.0
fliO,0.0,1.0,0.0
fliP,2.0,2.0,1.0
fliQ,0.0,0.0,2.0
fliR,7.0,5.0,11.0
fliS,34.0,27.0,28.0
fliT,0.0,0.0,1.0
fliY,191.0,231.0,201.0
fliZ,81.0,84.0,84.0
flk,2.0,0.0,5.0
flu,1.0,0.0,0.0
flxA,23.0,21.0,31.0
fmt,1.0,0.0,0.0
fnr,7.0,7.0,6.0
focA,4.0,2.0,4.0
folA,12.0,16.0,17.0
folB,0.0,0.0,3.0
folC,18.0,14.0,18.0
folD,12.0,10.0,9.0
folE,13.0,7.0,2.0
folK,37.0,41.0,38.0
folM,32.0,30.0,28.0
folP,4.0,2.0,1.0
folX,4.0,2.0,3.0
fpr,7.0,3.0,2.0
frc,13.0,23.0,17.0
frdA,0.0,0.0,0.0
frdB,2.0,3.0,3.0
frdC,9.0,3.0,1.0
frdD,0.0,0.0,0.0
fre,3.0,12.0,1.0
frlA,0.0,1.0,2.0
frlB,6.0,1.0,5.0
frlC,7.0,8.0,15.0
frlR,7.0,7.0,9.0
frmA,301.0,286.0,275.0
frmB,142.0,127.0,131.0
frmR,0.0,0.0,0.0
frr,202.0,188.0,191.0
frsA,9.0,10.0,10.0
fruA,16.0,21.0,20.0
fruK,3.0,2.0,2.0
fruR,2.0,5.0,4.0
frvR,13.0,7.0,7.0
frvX,16.0,17.0,5.0
frwB,3.0,3.0,7.0
frwD,4.0,2.0,1.0
fsaA,2.0,2.0,4.0
fsaB,4.0,3.0,1.0
fsr,9.0,11.0,12.0
ftn,76.0,49.0,51.0
ftsA,102.0,114.0,112.0
ftsB,11.0,10.0,5.0
ftsE,1.0,0.0,0.0
ftsH,584.0,599.0,603.0
ftsI,9.0,23.0,25.0
ftsK,77.0,64.0,63.0
ftsL,0.0,1.0,0.0
ftsN,0.0,0.0,0.0
ftsQ,0.0,0.0,1.0
ftsW,12.0,9.0,8.0
ftsX,48.0,53.0,38.0
ftsY,20.0,27.0,11.0
ftsZ,11.0,17.0,13.0
fucA,9.0,11.0,1.0
fucI,4.0,3.0,0.0
fucK,20.0,9.0,10.0
fucO,1.0,0.0,1.0
fucP,2.0,9.0,5.0
fucR,30.0,22.0,18.0
fucU,9.0,20.0,24.0
fumA,28.0,15.0,20.0
fumB,2.0,1.0,1.0
fumC,14.0,11.0,13.0
fur,92.0,94.0,86.0
fusA,680.0,714.0,712.0
fxsA,14.0,4.0,7.0
gabP,11.0,5.0,5.0
gadA,0.0,2.0,0.0
gadB,9.0,15.0,9.0
gadC,13.0,19.0,8.0
gadE,1.0,1.0,1.0
gadW,17.0,15.0,17.0
gadX,36.0,33.0,35.0
galE,10.0,12.0,5.0
galF,29.0,34.0,42.0
galP,3.0,3.0,4.0
galR,12.0,8.0,3.0
galS,14.0,17.0,8.0
galU,24.0,27.0,26.0
gapA,32.0,36.0,38.0
gapC,1.0,7.0,8.0
garD,27.0,19.0,23.0
garK,7.0,4.0,4.0
garL,1.0,2.0,3.0
garP,4.0,4.0,15.0
garR,1.0,4.0,2.0
gatA,14.0,17.0,13.0
gatB,6.0,14.0,3.0
gatC,6.0,4.0,3.0
gatD,27.0,36.0,19.0
gatR,11.0,6.0,10.0
gatY,0.0,1.0,0.0
gatZ,33.0,23.0,21.0
gcd,8.0,21.0,11.0
gcl,16.0,18.0,12.0
gcvA,9.0,16.0,20.0
gcvH,22.0,16.0,27.0
gcvP,5.0,4.0,2.0
gcvR,27.0,24.0,21.0
gcvT,8.0,16.0,5.0
gdhA,12.0,13.0,8.0
gfcD,6.0,5.0,7.0
ggt,6.0,8.0,6.0
ghrB,39.0,35.0,36.0
gidA,118.0,104.0,90.0
gidB,25.0,25.0,18.0
glcA,9.0,9.0,9.0
glcB,14.0,10.0,11.0
glcC,25.0,22.0,17.0
glcD,0.0,0.0,1.0
glcE,1.0,1.0,0.0
glcF,1.0,8.0,4.0
gldA,13.0,8.0,10.0
glf,39.0,33.0,57.0
glgA,43.0,30.0,36.0
glgB,17.0,17.0,14.0
glgC,33.0,37.0,30.0
glgP,17.0,23.0,26.0
