,EXP_A,EXP_B,EXP_C,VAPC_T2_A,VAPC_T2_B,VAPC_T2_C,VAPC_T5_A,VAPC_T5_B,VAPC_T5_C,VAPC_T5B_A,VAPC_T5B_B,VAPC_T5B_C,VAPC_TON_A,VAPC_TON_B,VAPC_TON_C
yeiM,0.0,6.0,0.0,14.0,8.0,10.0,54.0,48.0,43.0,111.0,111.0,104.0,105.0,155.0,119.0
yeiN,6.0,2.0,5.0,19.0,11.0,15.0,71.0,84.0,80.0,139.0,142.0,125.0,235.0,221.0,187.0
yeiP,19.0,6.0,16.0,7.0,12.0,7.0,33.0,36.0,38.0,40.0,60.0,71.0,65.0,58.0,56.0
yeiQ,16.0,15.0,33.0,15.0,21.0,21.0,97.0,83.0,119.0,201.0,205.0,184.0,306.0,302.0,255.0
yeiS,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,3.0,3.0,4.0,3.0,9.0,11.0
yeiT,4.0,3.0,4.0,6.0,12.0,9.0,42.0,55.0,61.0,80.0,102.0,85.0,125.0,119.0,114.0
yeiU,7.0,7.0,7.0,19.0,15.0,22.0,74.0,71.0,76.0,98.0,112.0,110.0,157.0,127.0,144.0
yejA,2.0,2.0,5.0,14.0,12.0,10.0,67.0,61.0,61.0,101.0,112.0,103.0,137.0,152.0,138.0
yejB,1.0,1.0,3.0,6.0,15.0,15.0,85.0,88.0,85.0,133.0,147.0,159.0,203.0,204.0,207.0
yejE,3.0,1.0,4.0,7.0,8.0,18.0,59.0,60.0,79.0,154.0,157.0,135.0,190.0,167.0,186.0
yejF,0.0,1.0,0.0,1.0,3.0,1.0,20.0,12.0,9.0,25.0,24.0,35.0,51.0,36.0,31.0
yejG,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0
yejH,0.0,2.0,1.0,9.0,7.0,9.0,54.0,35.0,35.0,68.0,76.0,69.0,94.0,94.0,105.0
yejK,29.0,26.0,7.0,40.0,40.0,34.0,66.0,84.0,67.0,83.0,87.0,103.0,105.0,94.0,100.0
yejM,6.0,12.0,9.0,13.0,5.0,6.0,34.0,18.0,30.0,53.0,47.0,67.0,53.0,61.0,41.0
yejO,1.0,4.0,3.0,28.0,31.0,21.0,113.0,96.0,110.0,176.0,169.0,154.0,198.0,223.0,195.0
yfaA,7.0,2.0,2.0,25.0,18.0,16.0,132.0,141.0,153.0,227.0,235.0,224.0,301.0,324.0,277.0
yfaD,3.0,9.0,4.0,22.0,26.0,21.0,156.0,155.0,156.0,285.0,267.0,297.0,348.0,405.0,403.0
yfaH,1.0,2.0,0.0,6.0,13.0,11.0,74.0,67.0,76.0,128.0,141.0,119.0,196.0,167.0,188.0
yfaL,2.0,0.0,3.0,7.0,11.0,16.0,53.0,41.0,36.0,88.0,93.0,70.0,87.0,96.0,94.0
yfaP,0.0,4.0,2.0,12.0,21.0,12.0,57.0,88.0,83.0,154.0,146.0,164.0,211.0,208.0,183.0
yfaQ,0.0,2.0,0.0,8.0,7.0,10.0,33.0,38.0,38.0,64.0,59.0,67.0,95.0,91.0,82.0
yfaS,2.0,5.0,6.0,7.0,13.0,10.0,48.0,55.0,49.0,101.0,115.0,98.0,149.0,150.0,159.0
yfaT,3.0,0.0,4.0,5.0,20.0,12.0,54.0,83.0,103.0,120.0,128.0,121.0,180.0,165.0,180.0
yfaV,0.0,2.0,3.0,0.0,4.0,0.0,19.0,20.0,30.0,52.0,47.0,28.0,46.0,62.0,51.0
yfaW,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,7.0,5.0,7.0,11.0,5.0,10.0
yfaX,2.0,0.0,2.0,18.0,11.0,13.0,71.0,83.0,82.0,157.0,152.0,135.0,182.0,190.0,222.0
yfaY,0.0,0.0,2.0,3.0,2.0,3.0,18.0,19.0,17.0,32.0,24.0,29.0,42.0,53.0,50.0
yfaZ,0.0,0.0,3.0,4.0,0.0,4.0,13.0,13.0,14.0,20.0,23.0,25.0,35.0,35.0,42.0
yfbB,1.0,2.0,1.0,8.0,6.0,2.0,21.0,23.0,15.0,41.0,55.0,41.0,63.0,58.0,60.0
yfbH,2.0,0.0,0.0,18.0,8.0,11.0,76.0,83.0,90.0,149.0,143.0,152.0,206.0,206.0,204.0
yfbJ,0.0,1.0,1.0,3.0,1.0,4.0,7.0,20.0,9.0,18.0,14.0,19.0,14.0,21.0,23.0
yfbK,3.0,4.0,7.0,18.0,17.0,16.0,88.0,73.0,90.0,137.0,157.0,174.0,210.0,212.0,239.0
yfbL,1.0,3.0,1.0,8.0,16.0,14.0,99.0,98.0,108.0,160.0,176.0,173.0,265.0,243.0,226.0
yfbM,2.0,2.0,0.0,6.0,14.0,7.0,109.0,83.0,100.0,164.0,177.0,177.0,245.0,236.0,234.0
yfbN,3.0,2.0,4.0,36.0,17.0,21.0,112.0,170.0,113.0,205.0,211.0,213.0,304.0,320.0,309.0
yfbO,0.0,0.0,0.0,1.0,3.0,1.0,13.0,9.0,8.0,14.0,12.0,18.0,25.0,21.0,21.0
yfbP,3.0,14.0,3.0,43.0,38.0,29.0,195.0,209.0,161.0,325.0,315.0,323.0,459.0,469.0,416.0
yfbQ,31.0,47.0,37.0,48.0,48.0,31.0,113.0,106.0,121.0,157.0,186.0,149.0,243.0,215.0,215.0
yfbR,0.0,1.0,1.0,0.0,0.0,4.0,8.0,9.0,8.0,13.0,11.0,18.0,16.0,16.0,13.0
yfbS,6.0,5.0,2.0,15.0,19.0,13.0,76.0,61.0,60.0,111.0,93.0,108.0,133.0,131.0,143.0
yfbT,8.0,11.0,8.0,18.0,6.0,14.0,31.0,27.0,43.0,37.0,28.0,32.0,53.0,50.0,36.0
yfbU,5.0,7.0,21.0,33.0,24.0,29.0,58.0,52.0,63.0,102.0,98.0,96.0,99.0,111.0,120.0
yfbV,1.0,0.0,0.0,2.0,4.0,1.0,17.0,11.0,8.0,17.0,10.0,6.0,10.0,16.0,18.0
yfbW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,5.0,2.0
yfcA,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,3.0,3.0,2.0
yfcC,2.0,1.0,0.0,12.0,9.0,8.0,53.0,44.0,55.0,69.0,65.0,89.0,107.0,102.0,106.0
yfcD,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,4.0,4.0,6.0,5.0,4.0,3.0,4.0
yfcE,0.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,3.0,4.0,6.0,4.0,5.0
yfcF,1.0,1.0,1.0,4.0,6.0,8.0,58.0,49.0,41.0,85.0,89.0,141.0,117.0,120.0,116.0
yfcG,2.0,1.0,5.0,11.0,12.0,10.0,103.0,90.0,85.0,188.0,159.0,190.0,228.0,198.0,228.0
yfcH,7.0,0.0,0.0,8.0,7.0,2.0,17.0,22.0,15.0,27.0,30.0,29.0,45.0,26.0,36.0
yfcI,0.0,1.0,1.0,10.0,9.0,7.0,38.0,56.0,48.0,78.0,77.0,74.0,117.0,106.0,124.0
yfcJ,1.0,1.0,0.0,3.0,2.0,1.0,12.0,13.0,5.0,11.0,15.0,19.0,18.0,17.0,23.0
yfcL,1.0,1.0,0.0,2.0,11.0,6.0,12.0,18.0,28.0,33.0,28.0,42.0,35.0,51.0,39.0
yfcM,1.0,2.0,2.0,3.0,0.0,0.0,8.0,10.0,14.0,10.0,19.0,20.0,19.0,27.0,25.0
yfcO,10.0,7.0,4.0,48.0,49.0,47.0,76.0,94.0,88.0,120.0,125.0,117.0,168.0,171.0,158.0
yfcP,1.0,0.0,1.0,1.0,3.0,9.0,49.0,30.0,23.0,62.0,56.0,61.0,95.0,92.0,101.0
yfcQ,0.0,0.0,0.0,1.0,2.0,4.0,14.0,15.0,20.0,27.0,21.0,37.0,47.0,40.0,50.0
yfcR,1.0,2.0,1.0,8.0,6.0,9.0,57.0,70.0,52.0,157.0,141.0,109.0,180.0,159.0,161.0
yfcS,2.0,1.0,1.0,12.0,4.0,8.0,49.0,38.0,51.0,70.0,72.0,80.0,94.0,112.0,109.0
yfcU,0.0,3.0,4.0,29.0,18.0,23.0,95.0,117.0,117.0,184.0,182.0,207.0,286.0,249.0,278.0
yfcV,3.0,6.0,7.0,74.0,60.0,80.0,263.0,311.0,279.0,487.0,480.0,471.0,682.0,663.0,645.0
yfcY,2.0,3.0,2.0,0.0,2.0,1.0,3.0,8.0,3.0,9.0,11.0,11.0,12.0,14.0,14.0
yfcZ,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,5.0,9.0,5.0,7.0,6.0,3.0,4.0
yfdC,1.0,0.0,1.0,5.0,3.0,1.0,21.0,11.0,18.0,34.0,43.0,23.0,36.0,48.0,45.0
yfdE,3.0,1.0,0.0,28.0,20.0,17.0,115.0,103.0,119.0,228.0,211.0,209.0,288.0,314.0,264.0
yfdF,8.0,0.0,3.0,20.0,6.0,10.0,65.0,77.0,76.0,104.0,118.0,96.0,129.0,160.0,160.0
yfdG,6.0,10.0,4.0,19.0,14.0,19.0,73.0,65.0,63.0,101.0,111.0,82.0,129.0,129.0,105.0
yfdH,39.0,30.0,36.0,69.0,75.0,74.0,187.0,176.0,191.0,199.0,217.0,209.0,294.0,303.0,263.0
yfdI,10.0,5.0,4.0,5.0,5.0,4.0,54.0,55.0,70.0,77.0,111.0,99.0,141.0,129.0,134.0
yfdK,0.0,12.0,3.0,11.0,6.0,7.0,62.0,57.0,52.0,96.0,93.0,83.0,123.0,145.0,134.0
yfdL,1.0,2.0,0.0,3.0,1.0,0.0,17.0,13.0,21.0,35.0,23.0,27.0,45.0,48.0,54.0
yfdM,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,3.0,6.0,5.0,10.0,12.0,15.0,21.0
yfdN,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,4.0
yfdO,0.0,1.0,0.0,2.0,3.0,4.0,26.0,15.0,23.0,53.0,34.0,35.0,64.0,53.0,48.0
yfdP,1.0,0.0,0.0,2.0,5.0,2.0,23.0,12.0,12.0,18.0,27.0,33.0,35.0,33.0,37.0
yfdQ,5.0,5.0,6.0,16.0,19.0,20.0,83.0,77.0,86.0,141.0,157.0,128.0,195.0,206.0,202.0
yfdR,2.0,1.0,1.0,20.0,25.0,20.0,118.0,137.0,137.0,236.0,227.0,204.0,280.0,301.0,284.0
yfdS,4.0,0.0,1.0,8.0,3.0,4.0,54.0,63.0,55.0,80.0,90.0,85.0,138.0,151.0,142.0
yfdT,0.0,0.0,0.0,2.0,3.0,0.0,10.0,11.0,13.0,13.0,20.0,17.0,19.0,23.0,41.0
yfdV,2.0,3.0,0.0,13.0,8.0,20.0,68.0,79.0,59.0,122.0,133.0,125.0,175.0,158.0,176.0
yfdX,2.0,3.0,2.0,26.0,17.0,17.0,70.0,103.0,78.0,121.0,159.0,136.0,187.0,202.0,202.0
yfdY,2.0,0.0,0.0,6.0,6.0,4.0,17.0,28.0,20.0,20.0,41.0,36.0,45.0,43.0,39.0
yfdZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
yfeA,8.0,0.0,2.0,36.0,32.0,31.0,124.0,143.0,124.0,177.0,184.0,195.0,209.0,232.0,202.0
yfeC,13.0,4.0,3.0,9.0,9.0,3.0,65.0,67.0,66.0,123.0,116.0,102.0,170.0,195.0,150.0
yfeD,1.0,0.0,1.0,3.0,5.0,2.0,2.0,3.0,6.0,13.0,6.0,10.0,9.0,8.0,16.0
yfeG,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,5.0,2.0,8.0,10.0,4.0,10.0
yfeH,2.0,1.0,3.0,4.0,4.0,5.0,31.0,24.0,38.0,67.0,64.0,66.0,78.0,82.0,70.0
yfeK,0.0,0.0,1.0,7.0,10.0,8.0,34.0,48.0,49.0,82.0,95.0,99.0,128.0,121.0,119.0
yfeN,0.0,0.0,3.0,9.0,10.0,17.0,84.0,60.0,83.0,150.0,131.0,130.0,163.0,176.0,173.0
yfeO,0.0,0.0,1.0,4.0,6.0,2.0,12.0,10.0,22.0,24.0,27.0,35.0,45.0,46.0,42.0
yfeR,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0
yfeS,7.0,1.0,6.0,26.0,25.0,31.0,87.0,88.0,107.0,186.0,180.0,155.0,239.0,237.0,221.0
yfeT,6.0,6.0,9.0,27.0,31.0,44.0,166.0,191.0,184.0,320.0,321.0,286.0,439.0,416.0,467.0
yfeU,2.0,1.0,1.0,4.0,4.0,4.0,15.0,12.0,20.0,42.0,49.0,32.0,55.0,44.0,43.0
yfeW,2.0,1.0,3.0,2.0,5.0,5.0,14.0,26.0,23.0,50.0,46.0,51.0,74.0,63.0,64.0
yfeY,1.0,7.0,4.0,22.0,19.0,20.0,51.0,58.0,66.0,65.0,66.0,65.0,105.0,95.0,92.0
yfeZ,0.0,0.0,0.0,4.0,3.0,3.0,8.0,7.0,8.0,9.0,6.0,6.0,14.0,6.0,8.0
yffI,1.0,0.0,0.0,1.0,1.0,2.0,4.0,10.0,6.0,11.0,14.0,11.0,21.0,17.0,23.0
yffL,0.0,0.0,1.0,4.0,10.0,8.0,35.0,44.0,32.0,66.0,58.0,58.0,89.0,94.0,95.0
yffN,1.0,0.0,0.0,3.0,4.0,5.0,29.0,27.0,37.0,59.0,59.0,47.0,102.0,66.0,108.0
yffO,2.0,1.0,1.0,5.0,2.0,10.0,59.0,57.0,49.0,96.0,88.0,95.0,165.0,143.0,151.0
yffP,3.0,0.0,0.0,5.0,3.0,8.0,19.0,32.0,32.0,40.0,59.0,58.0,65.0,58.0,66.0
yffQ,1.0,3.0,6.0,19.0,25.0,23.0,161.0,135.0,146.0,289.0,283.0,258.0,348.0,347.0,377.0
yffR,1.0,0.0,1.0,5.0,7.0,5.0,21.0,19.0,15.0,43.0,42.0,35.0,62.0,55.0,61.0
yffS,3.0,1.0,3.0,6.0,5.0,6.0,34.0,27.0,33.0,30.0,51.0,47.0,69.0,82.0,74.0
yfgA,2.0,13.0,10.0,9.0,9.0,7.0,31.0,27.0,30.0,28.0,25.0,20.0,37.0,27.0,35.0
yfgB,17.0,18.0,20.0,92.0,67.0,67.0,150.0,151.0,146.0,182.0,203.0,189.0,193.0,180.0,230.0
yfgC,5.0,6.0,8.0,5.0,3.0,5.0,12.0,19.0,20.0,19.0,27.0,31.0,38.0,32.0,38.0
yfgD,15.0,16.0,13.0,12.0,11.0,12.0,60.0,44.0,56.0,85.0,98.0,99.0,134.0,126.0,146.0
yfgF,2.0,2.0,2.0,4.0,14.0,11.0,48.0,43.0,52.0,76.0,101.0,102.0,143.0,132.0,158.0
yfgH,1.0,3.0,2.0,7.0,14.0,11.0,37.0,34.0,42.0,51.0,67.0,55.0,75.0,84.0,86.0
yfgI,6.0,3.0,6.0,18.0,16.0,16.0,123.0,126.0,105.0,188.0,182.0,194.0,303.0,338.0,310.0
yfgJ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
yfgL,6.0,22.0,23.0,32.0,45.0,25.0,61.0,67.0,69.0,67.0,56.0,67.0,59.0,83.0,64.0
yfgM,15.0,19.0,22.0,18.0,18.0,19.0,40.0,55.0,49.0,35.0,51.0,51.0,74.0,74.0,68.0
yfhA,11.0,4.0,8.0,35.0,20.0,39.0,129.0,130.0,151.0,211.0,216.0,229.0,318.0,297.0,330.0
yfhB,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,1.0,2.0,3.0
yfhD,0.0,4.0,0.0,25.0,18.0,17.0,94.0,99.0,98.0,153.0,134.0,136.0,200.0,224.0,232.0
yfhG,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,5.0,8.0,6.0,8.0,12.0,7.0,15.0
yfhH,2.0,0.0,2.0,24.0,17.0,16.0,18.0,25.0,41.0,44.0,51.0,41.0,54.0,53.0,45.0
yfhJ,5.0,2.0,9.0,23.0,21.0,24.0,66.0,37.0,48.0,55.0,39.0,40.0,41.0,56.0,30.0
yfhK,0.0,2.0,0.0,7.0,2.0,12.0,23.0,23.0,25.0,40.0,45.0,46.0,36.0,51.0,55.0
yfhL,8.0,12.0,1.0,89.0,87.0,75.0,149.0,142.0,190.0,203.0,193.0,201.0,267.0,247.0,266.0
yfhM,9.0,13.0,6.0,40.0,38.0,48.0,141.0,137.0,140.0,222.0,234.0,217.0,291.0,307.0,292.0
yfhQ,13.0,6.0,7.0,15.0,25.0,14.0,16.0,26.0,25.0,21.0,21.0,24.0,22.0,31.0,18.0
yfhR,0.0,0.0,0.0,2.0,2.0,0.0,9.0,11.0,5.0,14.0,12.0,24.0,18.0,12.0,24.0
yfiB,7.0,11.0,4.0,20.0,17.0,12.0,78.0,76.0,104.0,143.0,163.0,165.0,180.0,190.0,148.0
yfiC,8.0,4.0,8.0,15.0,13.0,11.0,51.0,40.0,51.0,74.0,84.0,89.0,109.0,119.0,121.0
yfiD,1.0,1.0,2.0,8.0,8.0,7.0,33.0,40.0,32.0,44.0,58.0,60.0,67.0,91.0,86.0
yfiE,2.0,0.0,0.0,5.0,3.0,4.0,31.0,24.0,36.0,47.0,55.0,54.0,75.0,87.0,67.0
yfiF,4.0,1.0,18.0,14.0,19.0,11.0,46.0,23.0,32.0,31.0,35.0,33.0,39.0,56.0,31.0
yfiH,0.0,1.0,1.0,2.0,0.0,1.0,7.0,4.0,10.0,5.0,10.0,9.0,13.0,10.0,11.0
yfiK,1.0,2.0,4.0,2.0,0.0,2.0,24.0,18.0,16.0,57.0,61.0,56.0,85.0,75.0,57.0
yfiL,1.0,2.0,0.0,2.0,6.0,3.0,16.0,19.0,29.0,29.0,26.0,22.0,42.0,47.0,49.0
yfiM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0
yfiN,2.0,2.0,1.0,6.0,2.0,7.0,30.0,32.0,38.0,55.0,64.0,67.0,70.0,75.0,85.0
yfiO,19.0,28.0,16.0,10.0,5.0,4.0,28.0,33.0,26.0,24.0,42.0,44.0,47.0,66.0,61.0
yfiP,0.0,0.0,0.0,2.0,0.0,0.0,3.0,8.0,7.0,7.0,10.0,9.0,19.0,20.0,22.0
yfiQ,13.0,5.0,7.0,3.0,2.0,2.0,31.0,28.0,20.0,33.0,36.0,33.0,52.0,56.0,51.0
yfiR,0.0,0.0,0.0,11.0,12.0,15.0,59.0,50.0,53.0,83.0,78.0,90.0,104.0,87.0,123.0
yfjD,8.0,15.0,5.0,44.0,38.0,42.0,165.0,188.0,151.0,260.0,278.0,271.0,399.0,396.0,373.0
yfjF,0.0,0.0,1.0,3.0,0.0,2.0,6.0,4.0,16.0,13.0,9.0,14.0,23.0,15.0,28.0
yfjG,1.0,5.0,0.0,6.0,4.0,4.0,19.0,12.0,15.0,15.0,20.0,18.0,22.0,19.0,26.0
yfjH,2.0,25.0,13.0,37.0,43.0,37.0,194.0,201.0,202.0,368.0,367.0,342.0,518.0,469.0,500.0
yfjI,4.0,2.0,2.0,31.0,25.0,21.0,149.0,142.0,164.0,241.0,269.0,240.0,360.0,344.0,354.0
yfjJ,2.0,2.0,1.0,16.0,14.0,13.0,74.0,70.0,81.0,140.0,140.0,130.0,190.0,181.0,196.0
yfjK,5.0,4.0,5.0,15.0,16.0,11.0,70.0,50.0,57.0,125.0,112.0,122.0,135.0,160.0,135.0
yfjL,5.0,3.0,3.0,8.0,15.0,7.0,28.0,40.0,41.0,66.0,85.0,77.0,100.0,79.0,88.0
yfjM,0.0,2.0,1.0,12.0,18.0,16.0,37.0,37.0,49.0,61.0,75.0,59.0,78.0,102.0,73.0
yfjN,5.0,14.0,5.0,60.0,53.0,34.0,99.0,80.0,99.0,95.0,104.0,108.0,137.0,141.0,137.0
yfjO,14.0,16.0,12.0,184.0,153.0,150.0,237.0,240.0,235.0,232.0,229.0,236.0,268.0,263.0,290.0
yfjP,0.0,0.0,4.0,3.0,3.0,13.0,49.0,50.0,50.0,91.0,92.0,68.0,129.0,99.0,108.0
yfjR,0.0,0.0,0.0,1.0,2.0,0.0,3.0,6.0,5.0,14.0,17.0,22.0,12.0,12.0,17.0
yfjS,5.0,7.0,1.0,9.0,12.0,6.0,27.0,33.0,29.0,46.0,56.0,55.0,68.0,74.0,91.0
yfjT,0.0,0.0,0.0,1.0,1.0,5.0,3.0,9.0,3.0,8.0,11.0,8.0,15.0,10.0,7.0
yfjU,3.0,2.0,4.0,17.0,6.0,9.0,58.0,56.0,53.0,100.0,104.0,91.0,139.0,135.0,147.0
yfjV,4.0,1.0,1.0,6.0,9.0,6.0,29.0,24.0,29.0,43.0,60.0,63.0,71.0,64.0,80.0
yfjW,1.0,2.0,5.0,5.0,9.0,3.0,31.0,35.0,36.0,66.0,81.0,68.0,76.0,91.0,94.0
yfjX,1.0,0.0,1.0,4.0,13.0,11.0,60.0,43.0,62.0,136.0,119.0,133.0,148.0,136.0,138.0
yfjY,0.0,1.0,0.0,0.0,3.0,0.0,5.0,5.0,2.0,5.0,6.0,8.0,8.0,10.0,7.0
yfjZ,0.0,0.0,0.0,5.0,4.0,3.0,36.0,27.0,30.0,77.0,56.0,79.0,97.0,80.0,74.0
ygaC,3.0,2.0,2.0,4.0,9.0,3.0,33.0,41.0,45.0,82.0,79.0,65.0,99.0,108.0,102.0
ygaM,3.0,3.0,5.0,11.0,19.0,22.0,99.0,110.0,98.0,175.0,187.0,179.0,279.0,229.0,237.0
ygaP,1.0,0.0,3.0,9.0,16.0,10.0,52.0,41.0,50.0,72.0,91.0,77.0,134.0,132.0,136.0
ygaQ,3.0,6.0,7.0,46.0,36.0,48.0,258.0,238.0,262.0,432.0,434.0,433.0,629.0,582.0,603.0
ygaT,15.0,30.0,27.0,22.0,16.0,14.0,79.0,75.0,73.0,152.0,164.0,160.0,225.0,210.0,193.0
ygaU,3.0,4.0,4.0,5.0,7.0,4.0,11.0,11.0,15.0,22.0,16.0,15.0,19.0,34.0,19.0
ygaW,0.0,0.0,1.0,19.0,20.0,13.0,91.0,64.0,54.0,130.0,126.0,113.0,161.0,143.0,180.0
ygaY,0.0,0.0,0.0,12.0,12.0,7.0,77.0,67.0,80.0,156.0,133.0,141.0,133.0,150.0,141.0
ygaZ,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,8.0,0.0
ygbF,4.0,4.0,1.0,14.0,8.0,13.0,41.0,39.0,44.0,66.0,70.0,68.0,103.0,79.0,103.0
ygbI,15.0,30.0,22.0,58.0,36.0,34.0,213.0,183.0,181.0,344.0,333.0,342.0,429.0,434.0,489.0
ygbJ,2.0,1.0,2.0,7.0,4.0,8.0,43.0,32.0,27.0,48.0,56.0,41.0,93.0,74.0,88.0
ygbK,0.0,0.0,3.0,3.0,9.0,6.0,7.0,16.0,8.0,25.0,27.0,22.0,20.0,22.0,30.0
ygbL,2.0,3.0,0.0,17.0,7.0,13.0,5.0,7.0,14.0,12.0,19.0,20.0,28.0,29.0,24.0
ygbM,0.0,0.0,0.0,0.0,6.0,7.0,7.0,5.0,4.0,8.0,15.0,13.0,24.0,19.0,19.0
ygbN,3.0,4.0,2.0,35.0,23.0,30.0,69.0,78.0,69.0,147.0,165.0,139.0,192.0,198.0,211.0
ygbT,6.0,4.0,8.0,37.0,39.0,21.0,125.0,141.0,113.0,168.0,169.0,176.0,259.0,235.0,251.0
ygcB,4.0,3.0,7.0,7.0,6.0,3.0,58.0,68.0,56.0,98.0,118.0,91.0,137.0,143.0,156.0
ygcE,3.0,2.0,1.0,15.0,17.0,30.0,135.0,127.0,142.0,199.0,234.0,223.0,306.0,299.0,313.0
ygcF,0.0,0.0,0.0,6.0,6.0,7.0,27.0,35.0,21.0,37.0,49.0,51.0,56.0,58.0,52.0
ygcG,5.0,3.0,3.0,16.0,15.0,17.0,100.0,116.0,90.0,164.0,182.0,204.0,241.0,263.0,255.0
ygcH,5.0,7.0,4.0,20.0,18.0,27.0,73.0,72.0,94.0,123.0,132.0,132.0,156.0,187.0,192.0
ygcI,4.0,1.0,2.0,13.0,14.0,8.0,36.0,66.0,57.0,89.0,100.0,80.0,129.0,142.0,129.0
ygcJ,3.0,4.0,0.0,5.0,12.0,7.0,53.0,50.0,40.0,71.0,65.0,69.0,107.0,84.0,87.0
ygcK,3.0,3.0,4.0,10.0,23.0,16.0,123.0,105.0,116.0,167.0,176.0,184.0,229.0,236.0,241.0
ygcL,10.0,3.0,4.0,29.0,33.0,22.0,164.0,165.0,144.0,240.0,267.0,254.0,325.0,322.0,366.0
ygcN,0.0,0.0,0.0,1.0,2.0,5.0,7.0,10.0,10.0,13.0,20.0,16.0,26.0,32.0,30.0
ygcP,7.0,2.0,5.0,27.0,24.0,12.0,148.0,123.0,138.0,231.0,222.0,210.0,291.0,328.0,327.0
ygcQ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,3.0,0.0,1.0
ygcR,1.0,1.0,1.0,4.0,5.0,6.0,30.0,31.0,26.0,42.0,82.0,36.0,59.0,65.0,68.0
ygcS,3.0,4.0,3.0,4.0,16.0,14.0,52.0,75.0,71.0,105.0,99.0,122.0,165.0,156.0,147.0
ygcU,3.0,6.0,6.0,15.0,11.0,24.0,78.0,89.0,80.0,141.0,174.0,157.0,213.0,190.0,199.0
ygcW,1.0,2.0,0.0,9.0,7.0,9.0,76.0,63.0,63.0,114.0,103.0,141.0,153.0,147.0,163.0
ygdD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
ygdE,1.0,7.0,9.0,69.0,56.0,64.0,98.0,87.0,85.0,118.0,99.0,119.0,141.0,177.0,137.0
ygdH,18.0,18.0,24.0,14.0,11.0,8.0,76.0,77.0,99.0,128.0,153.0,115.0,154.0,176.0,172.0
ygdI,4.0,10.0,6.0,15.0,11.0,19.0,98.0,87.0,91.0,181.0,172.0,150.0,221.0,248.0,240.0
ygdK,5.0,2.0,0.0,6.0,14.0,12.0,25.0,16.0,9.0,25.0,20.0,33.0,30.0,29.0,30.0
ygdL,1.0,0.0,3.0,1.0,1.0,2.0,4.0,5.0,1.0,2.0,1.0,5.0,3.0,6.0,3.0
ygdQ,2.0,1.0,0.0,1.0,4.0,3.0,7.0,5.0,12.0,9.0,14.0,13.0,19.0,19.0,14.0
ygdR,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0
ygeD,13.0,6.0,19.0,26.0,34.0,26.0,113.0,106.0,111.0,164.0,186.0,191.0,222.0,218.0,255.0
ygeG,0.0,0.0,0.0,3.0,3.0,0.0,10.0,11.0,12.0,26.0,27.0,26.0,27.0,23.0,27.0
ygeH,0.0,2.0,1.0,11.0,9.0,10.0,52.0,51.0,79.0,116.0,127.0,124.0,192.0,208.0,162.0
ygeI,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0
ygeK,1.0,2.0,2.0,11.0,19.0,20.0,100.0,82.0,110.0,186.0,174.0,189.0,242.0,268.0,268.0
ygeN,0.0,0.0,0.0,8.0,10.0,9.0,7.0,32.0,14.0,23.0,23.0,24.0,29.0,35.0,30.0
ygeO,0.0,0.0,0.0,4.0,0.0,0.0,2.0,6.0,2.0,5.0,5.0,9.0,7.0,7.0,7.0
ygeQ,10.0,19.0,7.0,236.0,215.0,211.0,332.0,317.0,297.0,310.0,302.0,308.0,371.0,374.0,399.0
