,EXP_A,EXP_B,EXP_C
prfC,6.0,5.0,4.0
prfH,0.0,0.0,1.0
priA,0.0,0.0,0.0
priB,13.0,12.0,4.0
prkB,11.0,12.0,15.0
prlC,18.0,16.0,31.0
prmA,0.0,1.0,1.0
prmB,15.0,17.0,10.0
prmC,0.0,0.0,1.0
proA,17.0,6.0,6.0
proB,2.0,0.0,0.0
proC,2.0,4.0,0.0
proP,39.0,51.0,28.0
proQ,7.0,18.0,19.0
proS,47.0,44.0,27.0
proV,5.0,7.0,8.0
proX,2.0,4.0,0.0
prpB,0.0,1.0,2.0
prpC,1.0,0.0,0.0
prpD,0.0,0.0,0.0
prpE,0.0,1.0,0.0
prpR,5.0,0.0,4.0
prsA,55.0,54.0,64.0
psd,23.0,14.0,23.0
psiE,4.0,4.0,4.0
psiF,4.0,9.0,5.0
pspA,6.0,3.0,6.0
pspB,0.0,0.0,0.0
pspC,2.0,1.0,3.0
pspD,0.0,0.0,0.0
pspE,6.0,2.0,2.0
pspF,2.0,3.0,7.0
pssA,9.0,10.0,15.0
pstA,2.0,1.0,0.0
pstB,4.0,4.0,2.0
pstC,2.0,2.0,0.0
pstS,0.0,0.0,0.0
pta,102.0,103.0,82.0
pth,18.0,11.0,13.0
ptrA,8.0,13.0,7.0
ptrB,4.0,8.0,4.0
ptsA,0.0,1.0,0.0
ptsG,4.0,15.0,6.0
ptsH,59.0,44.0,50.0
ptsI,97.0,84.0,85.0
ptsN,16.0,26.0,18.0
ptsP,2.0,4.0,2.0
purA,279.0,254.0,259.0
purB,12.0,19.0,26.0
purC,7.0,7.0,4.0
purD,3.0,4.0,2.0
purE,2.0,4.0,7.0
purF,6.0,19.0,13.0
purH,106.0,81.0,88.0
purK,4.0,8.0,5.0
purL,96.0,91.0,104.0
purM,8.0,19.0,13.0
purN,0.0,0.0,2.0
purR,64.0,63.0,77.0
purT,0.0,1.0,1.0
purU,12.0,17.0,17.0
putA,70.0,61.0,60.0
putP,239.0,229.0,193.0
puuA,0.0,2.0,2.0
puuB,3.0,14.0,2.0
puuC,2.0,2.0,0.0
puuD,14.0,14.0,13.0
puuE,0.0,0.0,0.0
puuP,6.0,2.0,7.0
puuR,13.0,16.0,16.0
pykA,0.0,0.0,0.0
pykF,15.0,10.0,13.0
pyrB,45.0,38.0,34.0
pyrC,53.0,53.0,46.0
pyrD,20.0,21.0,11.0
pyrE,10.0,2.0,8.0
pyrF,4.0,0.0,2.0
pyrG,60.0,72.0,78.0
pyrH,22.0,21.0,26.0
pyrI,22.0,22.0,21.0
pyrL,3.0,2.0,1.0
qor,3.0,1.0,5.0
qseB,1.0,0.0,0.0
queA,2.0,0.0,0.0
queC,1.0,1.0,1.0
queF,3.0,1.0,5.0
racC,3.0,4.0,2.0
racR,7.0,4.0,9.0
radA,3.0,2.0,4.0
raiA,53.0,33.0,36.0
rarA,0.0,0.0,0.0
rarD,3.0,1.0,1.0
ravA,1.0,1.0,1.0
rbbA,3.0,5.0,5.0
rbfA,0.0,1.0,1.0
rbn,0.0,0.0,0.0
rbsA,32.0,43.0,49.0
rbsB,43.0,33.0,46.0
rbsC,24.0,14.0,15.0
rbsD,17.0,12.0,19.0
rbsK,62.0,50.0,68.0
rbsR,3.0,7.0,6.0
rcsA,4.0,7.0,11.0
rcsB,7.0,9.0,8.0
rcsC,6.0,2.0,15.0
rcsD,9.0,14.0,9.0
rcsF,7.0,10.0,16.0
rdgC,0.0,0.0,0.0
recA,0.0,0.0,0.0
recB,0.0,14.0,3.0
recC,4.0,5.0,4.0
recD,2.0,2.0,3.0
recE,1.0,2.0,4.0
recF,0.0,4.0,3.0
recG,2.0,0.0,1.0
recJ,4.0,9.0,7.0
recN,5.0,4.0,11.0
recO,2.0,0.0,1.0
recQ,16.0,12.0,12.0
recR,4.0,0.0,2.0
recT,0.0,2.0,1.0
recX,0.0,0.0,1.0
relA,5.0,6.0,15.0
relB,6.0,9.0,6.0
relE,1.0,2.0,5.0
rem,1.0,0.0,2.0
rep,1.0,3.0,3.0
rfaB,7.0,9.0,8.0
rfaC,7.0,6.0,9.0
rfaD,1.0,2.0,3.0
rfaE,7.0,7.0,1.0
rfaF,4.0,0.0,2.0
rfaG,6.0,14.0,18.0
rfaH,0.0,0.0,2.0
rfaI,9.0,23.0,22.0
rfaJ,4.0,8.0,15.0
rfaK,1.0,1.0,2.0
rfaL,20.0,17.0,22.0
rfaP,16.0,10.0,13.0
rfaQ,15.0,5.0,3.0
rfaS,1.0,0.0,0.0
rfaY,5.0,8.0,6.0
rfaZ,6.0,2.0,10.0
rfbA,30.0,29.0,23.0
rfbB,25.0,23.0,15.0
rfbC,103.0,102.0,88.0
rfbD,131.0,93.0,115.0
rfbX,43.0,47.0,49.0
rfe,7.0,6.0,11.0
rffA,11.0,12.0,10.0
rffD,8.0,8.0,16.0
rffE,8.0,18.0,15.0
rffG,8.0,4.0,2.0
rffH,12.0,5.0,6.0
rffM,22.0,18.0,4.0
rffT,2.0,0.0,2.0
rhaB,0.0,0.0,1.0
rhaD,0.0,1.0,2.0
rhaR,3.0,4.0,1.0
rhaS,0.0,0.0,1.0
rhlB,29.0,21.0,27.0
rhlE,3.0,0.0,0.0
rho,132.0,87.0,100.0
rhoL,1.0,2.0,4.0
rhsA,1.0,1.0,2.0
rhsB,6.0,6.0,9.0
rhsC,4.0,2.0,2.0
rhsD,0.0,5.0,0.0
rhsE,3.0,2.0,1.0
rhtA,0.0,0.0,0.0
rhtB,2.0,1.0,0.0
rhtC,3.0,1.0,4.0
ribA,13.0,25.0,6.0
ribB,14.0,24.0,30.0
ribC,10.0,12.0,20.0
ribD,10.0,10.0,11.0
ribE,3.0,3.0,0.0
ribF,4.0,6.0,6.0
rihA,7.0,20.0,14.0
rihB,1.0,0.0,1.0
rihC,22.0,27.0,34.0
rimI,2.0,0.0,0.0
rimJ,32.0,22.0,28.0
rimK,0.0,0.0,1.0
rimL,5.0,12.0,13.0
rimM,63.0,57.0,70.0
rlmB,3.0,0.0,5.0
rlmL,12.0,14.0,21.0
rlpA,3.0,0.0,1.0
rlpB,1.0,5.0,4.0
rluA,6.0,2.0,0.0
rluB,0.0,0.0,2.0
rluC,0.0,2.0,0.0
rluD,6.0,2.0,8.0
rluE,1.0,1.0,6.0
rluF,7.0,6.0,3.0
rmf,1.0,2.0,0.0
rmuC,0.0,0.0,0.0
rna,7.0,5.0,3.0
rnb,17.0,16.0,10.0
rnc,20.0,13.0,12.0
rnd,1.0,5.0,5.0
rne,94.0,116.0,76.0
rng,6.0,4.0,3.0
rnhA,0.0,0.0,1.0
rnhB,4.0,2.0,1.0
rnk,7.0,3.0,5.0
rnpA,1.0,1.0,0.0
rnr,0.0,0.0,0.0
rnt,0.0,0.0,0.0
rob,0.0,0.0,0.0
rof,4.0,2.0,0.0
rpe,9.0,16.0,25.0
rph,0.0,0.0,0.0
rpiA,0.0,10.0,6.0
rpiB,4.0,1.0,0.0
rpiR,2.0,3.0,4.0
rplA,391.0,381.0,401.0
rplB,16.0,17.0,26.0
rplC,872.0,820.0,868.0
rplD,467.0,481.0,549.0
rplE,314.0,295.0,338.0
rplF,500.0,543.0,576.0
rplI,477.0,447.0,415.0
rplJ,737.0,738.0,782.0
rplK,42.0,31.0,48.0
rplL,2129.0,2108.0,2172.0
rplM,24.0,40.0,34.0
rplN,623.0,623.0,617.0
rplO,763.0,707.0,706.0
rplP,17.0,10.0,11.0
rplQ,67.0,40.0,66.0
rplR,337.0,337.0,340.0
rplS,200.0,193.0,192.0
rplT,418.0,409.0,411.0
rplU,29.0,21.0,25.0
rplV,179.0,179.0,158.0
rplW,521.0,496.0,624.0
rplX,376.0,403.0,401.0
rplY,21.0,24.0,22.0
rpmA,130.0,121.0,146.0
rpmB,13.0,13.0,25.0
rpmC,902.0,864.0,877.0
rpmD,131.0,118.0,143.0
rpmE,4.0,0.0,2.0
rpmF,41.0,49.0,31.0
rpmG,119.0,138.0,136.0
rpmH,13.0,11.0,7.0
rpmI,36.0,43.0,28.0
rpmJ,24.0,16.0,27.0
rpoA,584.0,548.0,610.0
rpoB,144.0,139.0,129.0
rpoC,204.0,189.0,216.0
rpoD,53.0,31.0,26.0
rpoE,22.0,15.0,28.0
rpoH,11.0,23.0,23.0
rpoN,21.0,20.0,22.0
rpoS,381.0,347.0,362.0
rpoZ,35.0,42.0,34.0
rpsA,1217.0,1216.0,1249.0
rpsB,127.0,135.0,117.0
rpsC,96.0,77.0,88.0
rpsD,514.0,520.0,552.0
rpsE,330.0,353.0,345.0
rpsF,45.0,51.0,62.0
rpsG,197.0,167.0,200.0
rpsH,67.0,62.0,93.0
rpsI,8.0,12.0,9.0
rpsJ,4.0,3.0,3.0
rpsK,533.0,429.0,517.0
rpsM,100.0,122.0,110.0
rpsN,389.0,389.0,413.0
rpsO,5.0,9.0,15.0
rpsP,4.0,4.0,3.0
rpsQ,94.0,106.0,104.0
rpsR,121.0,102.0,92.0
rpsS,48.0,42.0,54.0
rpsT,0.0,1.0,1.0
rpsU,32.0,23.0,20.0
rraA,24.0,43.0,44.0
rraB,35.0,8.0,14.0
rrfB,44193.0,44074.0,46384.0
rrmA,9.0,6.0,10.0
rrmJ,78.0,78.0,89.0
rsd,42.0,27.0,52.0
rseA,14.0,12.0,5.0
rseB,111.0,99.0,80.0
rseC,0.0,0.0,1.0
rseP,46.0,36.0,42.0
rsgA,3.0,6.0,10.0
rsmB,1.0,3.0,1.0
rsmC,1.0,4.0,4.0
rspA,3.0,0.0,4.0
rspB,5.0,5.0,6.0
rssA,35.0,28.0,32.0
rssB,2.0,3.0,1.0
rstA,40.0,39.0,34.0
rstB,11.0,9.0,13.0
rsuA,5.0,0.0,5.0
rsxA,10.0,12.0,4.0
rsxB,1.0,1.0,1.0
rsxC,16.0,11.0,22.0
rsxE,5.0,2.0,1.0
rtcA,0.0,0.0,0.0
rtcB,15.0,8.0,13.0
rtn,12.0,11.0,14.0
rumA,19.0,20.0,18.0
rutF,1.0,0.0,0.0
ruvA,21.0,12.0,22.0
ruvB,34.0,30.0,20.0
ruvC,0.0,0.0,0.0
rzpR,0.0,0.0,0.0
sanA,9.0,8.0,12.0
sapA,0.0,2.0,0.0
sapB,0.0,2.0,0.0
sapD,7.0,5.0,7.0
sapF,0.0,0.0,0.0
sbcB,16.0,13.0,14.0
sbcC,8.0,3.0,6.0
sbcD,5.0,2.0,7.0
sbmA,8.0,6.0,12.0
sbmC,23.0,15.0,12.0
sbp,6.0,10.0,9.0
sdaA,8.0,11.0,17.0
sdaB,37.0,36.0,30.0
sdaC,150.0,139.0,208.0
sdhA,1.0,0.0,0.0
sdhB,67.0,78.0,68.0
sdhC,462.0,474.0,456.0
sdhD,2.0,1.0,1.0
sdiA,28.0,23.0,22.0
secA,71.0,58.0,42.0
secB,60.0,44.0,49.0
secD,71.0,71.0,89.0
secF,10.0,10.0,14.0
secG,238.0,244.0,253.0
secM,15.0,10.0,11.0
secY,215.0,209.0,198.0
selA,2.0,4.0,6.0
selB,2.0,1.0,0.0
selD,3.0,6.0,12.0
seqA,6.0,7.0,6.0
serA,17.0,25.0,23.0
serB,0.0,2.0,1.0
serC,52.0,47.0,67.0
serS,45.0,46.0,43.0
serV,7126.0,6953.0,7639.0
setA,10.0,4.0,6.0
setB,0.0,1.0,0.0
setC,0.0,0.0,1.0
sfcA,75.0,51.0,61.0
sfmA,5.0,6.0,2.0
sfmC,4.0,7.0,5.0
sfmD,5.0,1.0,6.0
sfmF,2.0,1.0,8.0
sfmH,1.0,0.0,3.0
sfsA,14.0,9.0,10.0
sfsB,1.0,1.0,0.0
sgbE,0.0,2.0,0.0
sgbH,0.0,0.0,0.0
sgbU,4.0,7.0,5.0
sgcA,0.0,0.0,0.0
sgcB,2.0,1.0,2.0
sgcC,1.0,3.0,0.0
sgcE,5.0,0.0,4.0
sgcQ,0.0,0.0,0.0
sgcR,2.0,0.0,5.0
sgcX,1.0,0.0,0.0
sgrR,1.0,3.0,0.0
shiA,6.0,16.0,9.0
sieB,2.0,2.0,2.0
sirA,11.0,7.0,5.0
sixA,4.0,1.0,3.0
slp,2.0,1.0,5.0
slt,8.0,6.0,7.0
slyA,8.0,9.0,5.0
slyB,205.0,225.0,192.0
slyD,10.0,16.0,10.0
slyX,2.0,1.0,2.0
smf,7.0,4.0,3.0
smg,95.0,71.0,96.0
smpA,3.0,5.0,9.0
smpB,1.0,5.0,1.0
smtA,10.0,9.0,7.0
sodA,34.0,36.0,33.0
sodB,291.0,273.0,256.0
sodC,0.0,0.0,0.0
sohA,2.0,10.0,6.0
sohB,13.0,41.0,22.0
soxR,0.0,0.0,0.0
soxS,4.0,3.0,1.0
speA,138.0,127.0,131.0
speB,10.0,8.0,8.0
speC,15.0,13.0,14.0
speD,30.0,34.0,30.0
speE,5.0,18.0,7.0
speF,1.0,3.0,0.0
speG,16.0,17.0,21.0
spoT,84.0,66.0,97.0
spoU,0.0,1.0,0.0
sppA,2.0,9.0,5.0
spr,271.0,230.0,285.0
sprT,0.0,0.0,1.0
spy,1.0,6.0,2.0
sra,2.0,0.0,0.0
srlA,0.0,2.0,0.0
srlB,0.0,0.0,1.0
srlD,1.0,0.0,0.0
srlE,3.0,4.0,8.0
srlR,6.0,1.0,4.0
srmB,1.0,3.0,8.0
ssb,0.0,1.0,1.0
sscR,1.0,0.0,1.0
sseA,42.0,50.0,56.0
sseB,13.0,15.0,40.0
ssnA,0.0,0.0,1.0
sspB,1.0,4.0,0.0
sstT,45.0,42.0,45.0
ssuA,0.0,0.0,0.0
ssuC,0.0,2.0,0.0
ssuE,0.0,1.0,0.0
stfE,1.0,0.0,2.0
stfQ,2.0,4.0,1.0
stfR,3.0,3.0,1.0
sthA,120.0,96.0,97.0
stpA,2.0,1.0,3.0
sucA,2.0,4.0,0.0
sucB,17.0,23.0,19.0
sucC,294.0,298.0,347.0
sucD,8.0,8.0,5.0
sufA,6.0,2.0,1.0
sufB,5.0,1.0,4.0
sufC,16.0,8.0,10.0
sufD,11.0,3.0,7.0
sufE,1.0,1.0,1.0
sufI,0.0,0.0,2.0
sufS,6.0,5.0,5.0
suhB,77.0,67.0,82.0
sulA,23.0,24.0,21.0
surA,38.0,39.0,43.0
surE,0.0,0.0,1.0
sxy,0.0,0.0,0.0
syd,7.0,14.0,9.0
tadA,0.0,1.0,1.0
tag,4.0,2.0,9.0
talA,1.0,3.0,0.0
talB,109.0,101.0,107.0
tap,97.0,91.0,76.0
tar,321.0,311.0,319.0
tas,6.0,15.0,3.0
tatA,30.0,42.0,31.0
tatB,5.0,3.0,5.0
tatC,5.0,2.0,8.0
tatD,1.0,0.0,0.0
tatE,0.0,1.0,0.0
tauA,0.0,3.0,0.0
tauC,1.0,3.0,3.0
tauD,3.0,0.0,5.0
tbpA,0.0,2.0,0.0
tdcA,8.0,3.0,6.0
tdcB,5.0,2.0,4.0
tdcC,7.0,4.0,6.0
tdcD,2.0,0.0,0.0
tdcE,3.0,6.0,5.0
tdcF,1.0,0.0,2.0
tdcG,4.0,6.0,8.0
tdcR,1.0,0.0,2.0
tdh,17.0,20.0,20.0
tdk,6.0,3.0,1.0
tehA,3.0,1.0,2.0
tehB,13.0,7.0,6.0
tesA,1.0,0.0,4.0
tesB,0.0,0.0,0.0
tetR,214.0,245.0,238.0
tfaE,7.0,5.0,5.0
tfaS,1.0,0.0,0.0
tfaX,1.0,0.0,0.0
tff,2554.0,2616.0,2663.0
tgt,45.0,52.0,44.0
thiC,0.0,0.0,0.0
thiD,0.0,0.0,0.0
thiF,0.0,0.0,0.0
thiH,0.0,1.0,0.0
thiI,16.0,12.0,31.0
thiK,5.0,0.0,3.0
thiL,8.0,17.0,14.0
thiM,0.0,0.0,0.0
thiQ,0.0,0.0,0.0
thiS,0.0,1.0,0.0
thrA,26.0,16.0,24.0
thrB,2.0,1.0,3.0
thrC,4.0,4.0,2.0
thrS,95.0,67.0,76.0
thrU---thrToperon,48.0,41.0,26.0
thyA,28.0,11.0,23.0
tig,496.0,488.0,488.0
tilS,9.0,8.0,2.0
tktA,147.0,156.0,146.0
tktB,0.0,0.0,1.0
tldD,14.0,14.0,9.0
tmk,1.0,6.0,9.0
tnaA,3.0,2.0,4.0
tnaB,3.0,2.0,2.0
tnaC,0.0,1.0,0.0
tolA,30.0,23.0,24.0
tolB,101.0,71.0,73.0
tolC,65.0,53.0,48.0
tolQ,47.0,44.0,62.0
tolR,6.0,2.0,14.0
tonB,6.0,4.0,10.0
topA,38.0,55.0,67.0
topB,1.0,1.0,0.0
torA,7.0,2.0,12.0
torC,2.0,0.0,1.0
torD,1.0,0.0,0.0
torI,0.0,2.0,1.0
torR,0.0,1.0,1.0
torS,5.0,5.0,4.0
torT,4.0,2.0,0.0
torY,4.0,1.0,1.0
torZ,3.0,1.0,1.0
tpiA,41.0,21.0,38.0
tppB,89.0,94.0,68.0
tpr,1.0,0.0,0.0
tpx,34.0,50.0,29.0
tqsA,3.0,2.0,2.0
traY,6.0,10.0,16.0
treA,0.0,1.0,4.0
treB,7.0,5.0,1.0
treC,0.0,0.0,0.0
treF,0.0,0.0,0.0
treR,3.0,1.0,3.0
trg,144.0,205.0,188.0
trkA,2.0,3.0,8.0
trkD,7.0,4.0,0.0
trkG,2.0,10.0,14.0
trkH,3.0,6.0,6.0
trmA,8.0,16.0,5.0
trmD,15.0,26.0,19.0
trmI,19.0,10.0,15.0
trpB,1.0,1.0,3.0
trpC,0.0,5.0,0.0
trpD,3.0,1.0,2.0
trpE,3.0,4.0,5.0
trpH,0.0,1.0,0.0
trpR,1.0,0.0,3.0
trpS,14.0,33.0,31.0
truA,10.0,7.0,9.0
truB,3.0,2.0,3.0
truC,0.0,0.0,2.0
truD,7.0,8.0,19.0
trxB,3.0,1.0,1.0
trxC,7.0,13.0,8.0
tsf,3.0,4.0,4.0
tsgA,0.0,1.0,0.0
tsr,218.0,236.0,243.0
tsx,56.0,64.0,54.0
ttcA,8.0,11.0,15.0
ttdA,1.0,0.0,3.0
ttk,43.0,29.0,54.0
tufA,260.0,234.0,239.0
tufB,171.0,175.0,153.0
tus,1.0,0.0,2.0
tynA,0.0,5.0,5.0
tyrA,1.0,5.0,1.0
tyrB,3.0,12.0,10.0
tyrP,4.0,2.0,5.0
tyrR,12.0,6.0,11.0
tyrS,19.0,7.0,10.0
tyrT,37091.0,37900.0,39390.0
ubiA,13.0,7.0,11.0
ubiB,24.0,19.0,12.0
ubiC,0.0,0.0,0.0
ubiD,38.0,36.0,33.0
ubiE,6.0,2.0,3.0
ubiF,0.0,1.0,1.0
ubiG,0.0,0.0,0.0
ubiH,0.0,2.0,1.0
ubiX,6.0,4.0,6.0
ucpA,6.0,2.0,3.0
udk,7.0,2.0,5.0
udp,195.0,182.0,214.0
ugd,3.0,1.0,0.0
ugpA,1.0,10.0,0.0
ugpB,1.0,2.0,1.0
ugpQ,8.0,6.0,4.0
uhpA,2.0,1.0,4.0
uhpB,1.0,0.0,0.0
uhpC,0.0,0.0,0.0
uhpT,5.0,1.0,4.0
uidB,9.0,16.0,16.0
uidC,46.0,49.0,36.0
uidR,0.0,2.0,0.0
ulaA,0.0,0.0,4.0
ulaB,0.0,0.0,1.0
ulaC,0.0,0.0,0.0
ulaD,0.0,1.0,0.0
ulaE,7.0,9.0,7.0
ulaF,1.0,0.0,1.0
ulaG,1.0,1.0,3.0
ulaR,5.0,6.0,4.0
umuC,2.0,0.0,2.0
umuD,0.0,0.0,1.0
ung,0.0,1.0,0.0
upp,5.0,0.0,0.0
uraA,18.0,15.0,28.0
usg,1.0,1.0,6.0
ushA,14.0,14.0,11.0
uspA,12.0,27.0,16.0
uspB,1.0,5.0,1.0
uspE,23.0,23.0,14.0
uspF,17.0,18.0,7.0
uspG,8.0,1.0,6.0
uup,16.0,20.0,19.0
uvrA,8.0,15.0,1.0
uvrB,9.0,5.0,10.0
uvrC,3.0,9.0,5.0
uvrD,0.0,0.0,0.0
uvrY,20.0,19.0,15.0
uxaA,0.0,1.0,0.0
uxaB,4.0,5.0,6.0
uxaC,42.0,25.0,29.0
uxuA,7.0,8.0,9.0
uxuB,0.0,5.0,1.0
uxuR,4.0,3.0,4.0
vacJ,1.0,1.0,2.0
valS,100.0,111.0,121.0
vapC,32.0,24.0,38.0
viaA,1.0,1.0,0.0
visC,17.0,11.0,13.0
vsr,0.0,1.0,0.0
wbbH,16.0,14.0,33.0
wbbI,45.0,54.0,54.0
wbbJ,8.0,12.0,7.0
wbbK,35.0,27.0,36.0
wbbL,11.0,21.0,15.0
wcaA,0.0,1.0,0.0
wcaC,0.0,1.0,0.0
wcaD,4.0,1.0,2.0
wcaE,2.0,1.0,5.0
wcaF,0.0,0.0,0.0
wcaI,1.0,1.0,2.0
wcaJ,2.0,2.0,5.0
wcaK,0.0,0.0,0.0
wcaL,0.0,1.0,0.0
wcaM,2.0,4.0,5.0
wrbA,1.0,0.0,0.0
wza,0.0,6.0,0.0
wzc,3.0,0.0,1.0
wzxC,1.0,0.0,3.0
wzxE,4.0,1.0,2.0
wzyE,0.0,3.0,0.0
xapA,1.0,2.0,2.0
xapB,2.0,6.0,1.0
xapR,2.0,4.0,1.0
xdhA,13.0,5.0,2.0
xdhB,2.0,0.0,1.0
xdhC,1.0,0.0,0.0
xdhD,4.0,1.0,3.0
xerC,22.0,10.0,25.0
xerD,15.0,10.0,17.0
xni,28.0,9.0,26.0
xseA,5.0,4.0,1.0
xthA,5.0,5.0,6.0
xylA,4.0,12.0,2.0
xylB,4.0,0.0,3.0
xylE,0.0,3.0,1.0
xylF,10.0,12.0,19.0
xylG,5.0,15.0,14.0
xylH,0.0,0.0,0.0
xylR,1.0,3.0,0.0
yaaA,9.0,11.0,11.0
yaaH,1.0,5.0,0.0
yaaI,1.0,2.0,1.0
yaaJ,0.0,1.0,4.0
yaaU,2.0,1.0,4.0
yaaW,0.0,0.0,2.0
yaaX,2.0,0.0,1.0
yabI,7.0,5.0,7.0
yabP,19.0,17.0,30.0
yacF,7.0,11.0,8.0
yacG,0.0,0.0,0.0
yacH,1.0,0.0,0.0
yacL,1.0,1.0,0.0
yadB,0.0,1.0,3.0
yadC,2.0,2.0,5.0
yadD,15.0,1.0,7.0
yadE,1.0,2.0,1.0
yadG,29.0,11.0,13.0
yadH,6.0,10.0,8.0
yadI,3.0,2.0,0.0
yadK,2.0,2.0,4.0
yadL,3.0,6.0,5.0
yadM,4.0,2.0,7.0
yadN,2.0,2.0,2.0
yadR,13.0,12.0,24.0
yadS,0.0,0.0,0.0
yaeB,1.0,0.0,0.0
yaeF,6.0,6.0,3.0
yaeH,7.0,2.0,8.0
yaeI,0.0,9.0,1.0
yaeJ,0.0,0.0,0.0
yaeP,0.0,0.0,0.0
yaeQ,1.0,6.0,7.0
yaeR,1.0,2.0,1.0
yafC,0.0,3.0,4.0
yafD,7.0,4.0,0.0
yafE,2.0,3.0,4.0
yafF,2.0,2.0,1.0
yafJ,0.0,0.0,0.0
yafK,12.0,7.0,23.0
yafL,4.0,4.0,5.0
yafM,1.0,2.0,2.0
yafN,1.0,1.0,0.0
yafO,5.0,12.0,11.0
yafP,1.0,0.0,3.0
yafQ,4.0,4.0,6.0
yafS,3.0,7.0,7.0
yafT,0.0,8.0,5.0
yafU,0.0,3.0,1.0
yafV,0.0,1.0,0.0
yafW,1.0,0.0,0.0
yafX,0.0,0.0,0.0
yafY,0.0,0.0,2.0
yafZ,0.0,0.0,0.0
yagB,8.0,0.0,2.0
yagE,0.0,0.0,1.0
yagH,0.0,0.0,1.0
yagJ,2.0,4.0,8.0
yagK,3.0,5.0,5.0
yagL,2.0,4.0,2.0
yagM,3.0,4.0,4.0
yagN,3.0,5.0,0.0
yagP,0.0,2.0,1.0
yagR,0.0,0.0,0.0
yagS,0.0,0.0,1.0
yagT,0.0,1.0,0.0
yagU,2.0,8.0,7.0
yagV,5.0,1.0,1.0
yagW,1.0,0.0,1.0
yagX,3.0,2.0,0.0
yagY,0.0,0.0,0.0
yagZ,2.0,1.0,1.0
yahA,4.0,8.0,1.0
yahB,1.0,0.0,0.0
yahC,2.0,3.0,0.0
yahD,7.0,6.0,7.0
yahE,4.0,9.0,2.0
yahF,0.0,0.0,0.0
yahG,0.0,0.0,0.0
yahH,7.0,4.0,3.0
yahI,2.0,5.0,2.0
yahJ,0.0,1.0,0.0
yahK,11.0,9.0,7.0
yahL,0.0,7.0,1.0
yahM,3.0,3.0,2.0
yahN,4.0,1.0,2.0
yahO,0.0,1.0,1.0
yaiA,0.0,1.0,0.0
yaiC,1.0,0.0,2.0
yaiE,3.0,1.0,1.0
yaiI,0.0,0.0,0.0
yaiL,10.0,6.0,17.0
yaiO,2.0,0.0,0.0
yaiP,0.0,0.0,0.0
yaiS,0.0,1.0,1.0
yaiT,11.0,13.0,14.0
yaiV,1.0,1.0,2.0
yaiW,2.0,9.0,1.0
yaiX,2.0,3.0,8.0
yaiZ,6.0,3.0,5.0
yajC,80.0,106.0,91.0
yajD,5.0,4.0,10.0
yajG,0.0,2.0,0.0
yajI,2.0,0.0,0.0
yajL,1.0,2.0,0.0
yajO,2.0,0.0,1.0
yajQ,6.0,5.0,8.0
yajR,5.0,8.0,4.0
ybaA,2.0,0.0,2.0
ybaB,13.0,10.0,13.0
ybaE,1.0,2.0,0.0
ybaJ,0.0,1.0,2.0
ybaK,0.0,0.0,0.0
ybaL,0.0,1.0,0.0
ybaM,1.0,2.0,5.0
ybaN,1.0,0.0,2.0
ybaP,0.0,1.0,1.0
ybaQ,10.0,12.0,14.0
ybaS,3.0,3.0,1.0
ybaT,1.0,7.0,1.0
ybaW,3.0,1.0,1.0
ybaY,6.0,0.0,6.0
ybaZ,15.0,9.0,14.0
ybbA,1.0,0.0,1.0
ybbB,1.0,0.0,0.0
ybbC,4.0,0.0,0.0
ybbD,1.0,0.0,1.0
ybbJ,1.0,0.0,0.0
ybbK,4.0,4.0,4.0
ybbL,11.0,16.0,11.0
ybbM,3.0,1.0,1.0
ybbN,2.0,0.0,0.0
ybbO,5.0,3.0,9.0
ybbP,5.0,0.0,0.0
ybbS,0.0,0.0,0.0
ybbV,1.0,4.0,4.0
ybbW,0.0,1.0,0.0
ybbY,0.0,0.0,0.0
ybcH,2.0,0.0,0.0
ybcI,0.0,0.0,0.0
ybcJ,2.0,0.0,0.0
ybcK,2.0,5.0,4.0
ybcL,5.0,5.0,6.0
ybcM,3.0,2.0,9.0
ybcN,1.0,0.0,1.0
ybcO,1.0,0.0,0.0
ybcQ,1.0,1.0,0.0
ybcS,3.0,2.0,0.0
ybcY,4.0,3.0,4.0
ybdA,0.0,0.0,2.0
ybdB,0.0,1.0,0.0
ybdD,14.0,17.0,8.0
ybdF,0.0,0.0,0.0
ybdG,3.0,6.0,1.0
ybdH,0.0,0.0,0.0
ybdK,0.0,1.0,0.0
ybdL,1.0,0.0,0.0
ybdM,2.0,0.0,0.0
ybdN,0.0,0.0,1.0
ybdO,3.0,2.0,0.0
ybdR,4.0,2.0,6.0
ybdZ,0.0,0.0,2.0
ybeB,0.0,0.0,0.0
ybeD,19.0,18.0,21.0
ybeF,0.0,1.0,4.0
ybeL,0.0,0.0,0.0
ybeM,0.0,0.0,1.0
ybeQ,0.0,1.0,0.0
ybeR,0.0,0.0,1.0
ybeT,1.0,2.0,1.0
ybeU,2.0,3.0,9.0
ybeX,131.0,105.0,133.0
ybeY,21.0,19.0,36.0
ybeZ,9.0,17.0,20.0
ybfA,0.0,0.0,1.0
ybfB,1.0,0.0,0.0
ybfC,2.0,0.0,0.0
ybfD,4.0,7.0,9.0
ybfE,2.0,4.0,1.0
ybfF,5.0,4.0,0.0
ybfG,2.0,3.0,2.0
ybfL,2.0,5.0,3.0
ybfM,1.0,3.0,7.0
ybfN,0.0,2.0,0.0
