,EXP_biorep1a,EXP_biorep1b,EXP_biorep1c,EXP_biorep2,EXP_biorep3,CASP_biorep1a,CASP_biorep1b,CASP_biorep1c,CASP_biorep2,CASP_biorep3,Disrupted_biorep1a,Disrupted_biorep1b,Disrupted_biorep1c,Disrupted_biorep2,Disrupted_biorep3
glaH,130,148,57,2595,59,4912,1403,3262,4196,1921,1079,1045,1160,3500,1576
glcA,941,1095,528,21431,972,205,46,130,140,46,271,329,304,330,203
glcB,1534,1833,986,82933,1991,510,130,358,360,137,1320,1237,1298,1038,1044
glcC,1592,1687,958,409,1392,262,98,163,286,137,304,294,323,431,248
glcD,531,415,267,22649,410,87,17,59,78,27,32,36,45,38,29
glcE,217,305,139,13875,243,65,9,28,51,7,28,13,17,16,15
glcF,445,413,248,17884,433,184,55,111,129,68,346,342,328,236,194
glcG,181,293,119,9214,196,121,25,36,67,20,150,163,168,98,96
gldA,79,104,51,161,68,55,12,30,22,22,67,69,82,65,54
glf,1231,1353,702,647,904,127,27,88,92,49,127,125,102,148,93
glgA,2171,3326,1740,9070,2228,1225,356,817,827,364,2339,2164,2451,2773,2421
glgB,1896,2606,1360,7152,2011,679,159,393,516,162,996,955,1042,1578,1017
glgC,1898,2937,1291,7807,1904,1130,296,678,677,305,1337,1338,1556,1943,1524
glgP,2967,4252,2090,9987,2752,1329,364,779,1011,463,1271,1422,1417,1464,1132
glgS,37,39,38,95,31,355,87,77,89,47,67,91,102,324,88
glgX,1215,1826,983,4981,1430,883,185,467,532,296,634,597,711,961,779
glk,1186,1285,588,1762,796,778,213,470,577,257,716,678,709,896,634
glmM,2579,3332,1607,2656,2594,550,198,418,426,217,1047,1040,1170,951,1147
glmS,4611,5788,2739,6315,3973,3455,1036,2375,2347,969,3025,2741,3158,3648,2972
glmU,2288,2817,1492,3289,2080,1203,369,693,872,359,1160,1066,1251,1603,1214
glnA,2764,2925,1597,3078,2585,211,47,110,185,97,123,99,127,160,73
glnB,474,446,248,421,270,37,13,21,60,17,58,96,83,97,56
glnD,624,851,486,1090,693,455,124,277,303,136,286,252,255,251,241
glnE,1233,1766,929,2439,1485,409,103,264,319,129,419,377,486,366,344
glnG,263,422,183,448,291,474,138,286,323,144,924,927,1028,1286,936
glnH,4271,4628,2362,6286,3830,424,138,302,364,147,561,558,645,613,447
glnK,0,3,5,4,10,5,8,7,6,0,11,17,13,9,11
glnL,192,305,158,309,230,246,80,167,216,69,678,631,745,913,724
glnP,1085,1585,779,1063,1179,132,27,79,75,52,159,154,194,200,215
glnQ,1786,2179,1193,1591,1710,111,38,70,82,47,271,302,300,353,320
glnS,2867,3520,1820,2468,2787,392,113,232,313,142,388,386,456,797,599
glnU,1989,1997,941,472,1566,95,26,57,59,30,200,198,228,191,168
glnV,569,581,286,267,506,24,11,24,11,1,141,140,135,450,169
gloA,452,393,228,971,257,104,36,57,100,42,280,267,299,563,254
gloB,226,152,140,410,120,36,7,16,26,16,78,77,109,149,48
gloC,2378,2627,1397,1476,1431,160,42,110,138,65,737,713,828,599,605
glpA,18,12,5,21,18,5,3,7,3,0,34,23,31,14,10
glpB,19,23,13,37,17,3,4,6,8,4,24,19,24,25,21
glpC,25,35,20,21,22,3,1,9,3,0,23,22,29,24,9
glpD,316,278,118,1286,199,1727,443,1056,961,420,1123,1105,1282,2675,1598
glpE,286,335,156,255,251,26,7,27,38,17,119,110,115,116,77
glpF,222,314,142,402,154,241,67,134,179,58,157,116,178,315,208
glpG,622,714,382,506,583,45,18,39,29,17,234,243,247,182,186
glpK,630,834,457,1280,583,387,114,233,271,118,238,254,260,381,277
glpQ,451,500,230,505,291,656,187,413,533,241,346,347,374,678,427
glpT,172,274,96,166,171,61,6,43,53,11,66,59,71,66,78
glpX,373,478,185,394,341,218,60,92,141,67,239,224,289,205,249
glrR,476,581,287,685,436,50,13,42,41,19,332,294,402,293,291
glsA,114,126,62,894,94,51,19,27,27,8,33,41,65,31,26
glsB,382,449,234,245,342,15,1,10,11,2,118,123,120,65,89
gltA,8324,9602,4607,5472,8080,7887,2179,4842,5864,2600,3610,3671,4101,6695,3272
gltB,4727,6470,3280,12151,5315,402,97,178,350,106,363,304,364,149,172
gltD,1592,1755,962,3695,1686,117,30,68,98,32,87,93,96,44,52
gltF,63,44,19,23,26,2,0,3,0,2,22,19,27,44,23
gltI,2356,2651,1278,3663,1928,233,79,171,237,112,138,124,175,177,146
gltJ,633,813,428,708,553,4,6,3,13,5,70,59,71,70,47
gltK,588,724,395,590,513,20,4,8,15,4,57,49,78,44,50
gltL,890,1146,539,870,627,18,4,17,16,3,59,60,71,88,28
gltP,172,211,113,281,128,36,8,30,34,14,436,428,421,458,418
gltS,250,334,144,272,160,279,86,214,202,110,903,907,920,840,800
gltV,2696,2431,1420,789,2016,145,43,74,115,49,313,380,370,779,456
gltW,2101,1960,1057,533,1468,123,24,62,86,40,237,217,262,573,330
gltX,3651,3890,1968,3260,3224,565,155,334,416,147,1673,1676,1819,1902,1482
gluQRS,229,227,150,195,199,63,8,38,29,23,219,209,250,262,217
glxK,115,163,58,313,98,65,24,33,26,11,68,69,86,75,62
glxR,10,3,2,12,7,9,1,3,7,4,46,25,22,10,15
glyA,14718,16104,8008,11668,13720,243,68,143,167,54,674,664,768,422,398
glyQ,3168,3543,1918,3042,2950,518,136,263,380,149,1247,1185,1309,973,1013
glyS,6169,8109,4051,6257,6167,1417,402,873,1047,469,1957,1875,2013,1674,1622
glyT,443,516,245,163,436,35,8,29,14,10,78,84,76,91,77
glyU,38,15,6,11,25,3,0,2,2,2,12,11,16,11,4
glyW,200,214,101,86,157,30,9,17,31,9,26,26,31,27,13
glyY,914,764,446,413,661,199,79,140,225,114,155,184,217,330,176
gmd,24,27,22,48,44,5,1,3,2,3,45,47,47,27,40
gmhB,325,244,168,332,209,66,16,31,45,20,41,52,45,51,43
gmk,845,959,463,1080,693,433,110,287,408,141,594,631,637,1066,626
gmm,11,10,4,13,3,2,0,2,2,0,10,5,13,6,4
gndA,9955,11384,5774,13216,9485,3636,1109,2670,3126,1432,3218,3110,3650,4073,2965
gnsA,3,6,13,17,10,4,4,4,6,3,59,50,48,82,38
gnsB,156,151,82,120,81,0,0,0,3,2,20,54,47,46,22
gntK,34,24,2,36,31,22,7,23,26,13,71,73,58,61,48
gntP,174,154,95,71,161,204,72,161,191,85,93,98,132,241,191
gntR,464,515,265,757,466,173,43,107,165,77,257,293,260,427,286
gntT,322,406,207,298,252,197,39,131,136,67,294,300,384,355,262
gntU,59,95,30,79,61,85,34,55,65,23,152,133,156,105,105
gntX,395,321,233,302,290,30,10,18,43,16,120,120,141,144,116
gorA,869,1027,572,1557,862,560,177,399,496,210,504,394,484,627,457
gph,899,1100,614,1308,977,121,27,66,86,21,211,222,202,159,163
gpmA,3134,3292,1750,5367,2214,5997,2140,3690,5176,2246,1630,1627,1758,2379,1258
gpmB,915,849,459,311,655,77,37,71,93,41,331,335,383,432,344
gpmM,914,1164,610,1338,878,896,252,608,707,331,756,626,794,1112,814
gppA,2820,3623,1787,2646,2560,348,85,199,300,117,479,453,565,427,394
gpr,671,751,435,1064,571,657,217,466,726,322,175,139,156,289,202
gpsA,2702,3834,1888,3618,2736,2216,631,1567,1587,742,514,581,641,875,535
gpt,390,396,179,93,288,57,6,26,30,11,68,94,101,98,62
grcA,53,59,33,41,32,125,39,73,110,43,45,53,38,76,29
greA,1023,1048,453,497,669,84,24,54,77,57,339,361,365,215,163
greB,82,129,45,141,86,43,7,12,30,15,78,125,121,121,86
groL,5709,7203,3831,4963,4469,1166,376,772,874,410,4231,4174,4566,9882,7416
groS,691,946,531,593,586,141,43,70,64,35,490,501,582,1201,719
grpE,1191,1163,676,1139,766,778,271,401,727,316,1527,1531,1673,5146,2939
grxA,0,7,3,8,2,4,0,3,0,3,2,5,3,6,4
grxB,275,217,141,966,189,676,204,474,595,242,338,345,393,858,353
grxC,1047,1075,576,1420,811,232,55,167,230,107,689,644,710,750,477
grxD,1003,924,447,842,747,441,141,261,440,212,440,510,571,948,492
gshA,2992,3541,1816,4811,2549,1252,322,774,1032,487,2870,2792,3023,2981,2347
gshB,1076,1114,594,1297,874,269,88,204,209,78,519,484,473,569,565
gsiA,961,1857,1156,1296,1187,214,46,113,140,88,1459,1457,1506,1477,1277
gsiB,406,615,390,1523,411,129,28,56,84,44,375,351,458,438,371
gsiC,120,164,82,491,141,34,9,13,18,12,178,155,133,83,117
gsiD,176,147,93,335,110,19,4,12,9,7,86,81,83,52,60
gsk,656,647,314,290,516,22,8,16,26,5,116,175,171,126,115
gspA,10,29,12,17,8,20,2,7,7,1,58,55,89,45,52
gspB,17,18,16,30,15,14,1,11,4,1,21,26,35,30,10
gspC,22,24,29,26,20,18,5,8,17,4,119,75,82,63,81
gspD,67,71,45,73,68,20,5,16,21,5,111,134,114,76,71
gspE,123,131,40,104,92,21,4,16,15,2,29,53,35,17,25
gspF,10,17,23,11,14,5,2,1,2,1,16,9,9,6,2
gspG,3,1,6,6,3,0,1,0,0,0,1,4,3,3,1
gspH,12,18,5,4,3,2,2,0,0,1,6,9,6,2,1
gspI,5,8,4,3,0,0,0,0,0,0,2,1,4,0,0
gspJ,4,8,1,6,2,2,0,0,0,2,6,6,5,4,3
gspK,14,11,3,6,13,0,0,1,0,0,0,3,5,1,2
gspL,21,27,13,19,5,1,1,1,0,0,8,0,12,6,4
gspM,18,12,5,31,7,4,1,4,9,4,12,13,17,18,23
gspO,39,36,12,38,28,17,8,11,13,11,30,15,12,31,15
gspS2,0,3,2,9,0,0,0,0,0,0,19,14,7,4,3
gss,888,1059,499,1374,762,372,97,272,258,119,288,299,319,322,296
gstA,501,557,270,1132,367,853,288,562,671,283,821,863,931,1671,867
gstB,746,825,278,1412,522,246,86,161,154,62,242,268,271,362,168
guaA,5842,7641,3677,3079,6812,529,146,349,365,209,831,740,823,1073,891
guaB,3201,4358,2167,1017,3905,313,124,225,231,109,1259,1177,1298,1294,1345
guaC,1503,1607,861,1840,1303,146,52,104,105,57,216,186,233,142,80
guaD,71,100,59,204,67,41,9,20,34,14,58,56,51,34,25
gudD,64,102,44,222,83,55,17,59,19,8,153,165,154,173,143
gudP,30,51,22,70,30,17,4,18,16,4,39,31,37,29,32
gudX,93,85,32,99,55,45,7,30,24,9,60,56,50,34,24
gutM,27,38,16,66,27,7,1,11,7,2,16,18,14,27,9
gutQ,267,409,198,350,291,55,26,30,59,25,140,116,123,90,89
gyrA,8443,9922,4815,6925,8383,874,224,518,821,304,1507,1473,1653,853,814
gyrB,3692,4109,2219,3697,3250,991,275,589,838,342,343,373,348,264,208
hcaB,60,154,66,169,77,18,5,21,18,0,92,98,103,57,70
hcaC,33,46,19,54,36,10,3,12,8,8,35,27,46,22,17
hcaD,150,178,74,191,113,59,34,38,68,25,127,95,125,90,92
hcaE,283,339,122,321,228,66,12,45,44,18,193,163,186,167,125
hcaF,71,86,29,99,56,7,3,4,6,2,75,40,52,17,27
hcaR,1030,1031,525,820,687,120,31,71,83,47,112,109,122,176,61
hcaT,464,610,316,287,428,20,5,15,44,11,235,196,221,147,173
hchA,552,496,285,1677,324,2252,640,1625,1588,740,2016,2198,2434,4332,2281
hcp,17,17,10,14,14,6,1,7,4,3,68,76,92,36,29
hcr,18,12,7,16,15,23,15,16,19,6,51,55,71,42,26
hcxA,97,108,62,107,64,84,35,70,60,24,185,161,203,207,154
hcxB,490,560,318,924,463,107,35,85,70,42,217,221,238,306,241
hda,674,790,378,411,571,44,14,29,38,5,58,61,77,97,66
hdeA,324,322,207,664,281,96,17,58,82,40,60,88,74,102,43
hdeB,155,134,82,290,142,65,10,15,38,13,24,27,35,53,29
hdeD,82,66,31,213,64,122,29,114,120,46,67,88,84,109,67
hdfR,125,109,64,312,70,105,17,56,93,45,254,227,316,293,228
hdhA,532,551,257,1220,339,910,256,601,724,331,2351,2381,2685,3447,2003
helD,533,613,314,870,540,450,133,266,292,161,466,486,552,602,548
hemA,1238,1482,692,881,905,231,59,125,268,130,858,852,999,1124,917
hemB,587,574,263,650,435,197,88,129,194,106,241,191,220,218,223
hemC,991,1234,602,1268,907,486,137,314,336,148,363,314,354,466,334
hemD,529,620,394,777,487,195,56,92,109,30,359,289,321,521,430
hemE,732,993,561,1406,897,291,70,136,141,84,515,624,592,658,680
hemF,475,554,301,470,476,38,17,15,32,7,402,455,448,344,357
hemG,235,281,141,467,244,57,18,45,46,14,86,93,101,94,86
hemH,254,202,168,556,148,154,43,105,122,59,775,787,950,1629,1124
hemL,1418,1939,933,3279,1581,1119,359,711,872,364,671,690,725,1163,941
hemN,1015,1076,554,1299,913,604,178,384,590,269,205,229,220,361,236
hemP,97,90,68,82,65,6,1,5,2,0,41,38,28,22,16
hemW,941,1121,551,782,808,48,18,23,26,16,184,163,238,124,196
hemX,898,1188,582,1854,897,202,49,117,138,87,1209,1099,1195,2103,1628
hemY,1622,1871,908,2789,1300,333,99,194,266,116,1101,1066,1136,1717,1636
hexR,536,710,346,189,527,197,33,96,202,75,129,111,135,149,131
hflC,3700,4351,2103,4466,2859,620,173,411,619,222,3711,3450,3917,4018,3765
hflD,781,892,515,362,691,38,11,25,20,11,181,187,189,193,199
hflK,5461,6359,3148,6897,4063,1277,336,804,1142,473,6241,5972,6473,7776,7177
hflX,3385,3851,1908,5292,2615,1359,358,706,1067,425,5001,4810,5285,7719,6049
hfq,1347,1238,659,2592,848,1008,262,529,498,207,1756,2150,1889,3897,2059
hha,373,332,204,542,233,134,36,53,87,39,424,499,512,717,357
hicA,29,46,22,24,19,9,8,13,18,5,75,105,129,259,140
hicB,88,68,36,79,72,45,17,14,60,24,230,279,311,434,270
higA,46,16,20,53,38,28,12,11,25,24,74,87,93,69,62
higB,16,24,8,10,11,4,0,1,2,3,19,21,32,9,16
hinT,337,376,228,953,276,209,61,136,218,120,626,674,657,1331,732
hipA,120,167,98,336,133,64,23,32,44,17,716,688,793,954,730
hipB,29,24,12,37,17,2,3,5,16,0,86,107,101,133,80
hisA,874,1347,600,1447,1139,300,58,177,202,87,144,95,117,91,124
hisB,1208,1761,874,2055,1704,505,127,251,356,163,264,210,278,205,257
hisC,1117,1740,886,1880,1636,547,162,356,346,203,333,300,389,316,379
hisD,1443,2207,953,2265,1836,731,224,481,549,256,676,631,740,531,739
hisF,914,1371,746,1610,1305,264,73,146,211,73,69,101,97,79,93
hisG,880,1386,630,1234,1142,444,115,267,323,142,612,571,670,525,599
hisH,583,961,454,1029,938,214,71,147,143,69,119,88,112,103,121
hisIE,839,1124,532,1220,983,207,44,135,205,91,129,108,96,112,98
hisJ,2212,2690,1259,4699,1786,340,80,190,282,130,423,376,447,387,368
hisL,44,35,27,11,23,7,0,3,18,0,5,5,5,24,13
hisM,395,737,316,730,385,45,14,34,38,18,40,42,55,23,27
hisP,782,810,398,1194,546,30,7,20,39,19,53,49,71,63,58
hisQ,943,1316,680,1788,862,135,29,73,79,27,150,131,116,111,115
hisR,376,341,220,123,353,304,104,167,262,106,30,46,65,115,71
hisS,4763,5871,2815,3995,4193,447,118,238,405,145,1109,1156,1225,1389,1218
hiuH,10,20,13,21,15,4,1,2,1,1,7,21,9,21,16
hldE,1454,1854,931,2078,1553,672,212,437,431,179,1300,1244,1429,1658,1379
hlyD,101,136,56,687,108,182,49,104,100,37,624,608,687,1032,704
hlyE,19,19,25,29,18,11,4,8,2,1,33,26,31,48,51
hmpA,297,337,164,310,282,190,54,120,142,42,1507,1712,1835,907,804
hmsP,553,689,311,745,487,322,72,197,185,95,389,390,381,396,287
hns,11212,9678,4954,11093,6764,5080,1721,2814,4673,1916,4625,5289,5928,13832,4875
hofC,25,22,16,36,35,10,1,7,4,4,26,22,35,21,29
hofM,30,43,17,46,42,14,3,7,3,1,19,42,31,26,7
hofN,11,10,3,6,9,0,0,1,0,0,8,7,8,6,9
hofO,5,19,0,12,13,2,0,6,0,2,12,3,3,4,6
hofP,7,6,2,3,8,0,0,0,0,0,6,6,8,3,2
hofQ,51,26,16,19,34,8,4,6,8,0,19,23,21,16,13
hokA,0,0,1,4,1,0,0,1,0,0,0,1,1,0,2
hokD,256,195,119,201,150,972,274,602,903,392,1273,1346,1472,3062,1448
hokE,1,2,0,1,1,1,0,1,5,8,10,8,6,10,0
holA,619,752,391,680,594,109,26,49,81,30,195,143,136,163,137
holB,416,540,262,390,381,37,5,19,30,11,331,346,385,239,322
holC,233,342,210,426,268,84,15,28,48,15,278,275,283,338,299
holD,175,195,85,136,167,19,0,1,6,1,212,163,171,89,88
holE,87,105,50,43,72,51,6,25,24,20,24,36,51,58,19
hpf,619,695,374,939,555,168,58,116,181,73,91,114,107,178,106
hprR,102,108,67,103,65,42,16,32,31,22,96,79,111,105,62
hprS,228,229,129,180,159,75,14,42,60,44,145,197,215,150,129
hpt,437,523,218,367,327,93,25,41,71,38,217,225,215,289,202
hrpA,1282,1822,963,1772,1280,809,200,457,577,218,1044,1089,1166,1228,797
hrpB,559,749,342,517,521,242,51,90,127,104,255,277,249,198,186
hscA,3151,4235,2033,2307,3075,243,69,155,253,95,1256,1197,1263,776,1003
hscB,698,982,484,264,673,116,22,81,96,32,513,533,558,321,331
hscC,88,127,56,69,90,30,4,19,28,11,60,56,62,38,19
hsdM,992,1236,582,712,855,28,14,16,29,2,192,161,186,131,146
hsdR,1770,2185,1170,2501,1661,73,32,56,57,27,227,200,210,384,232
hsdS,390,519,293,242,396,4,3,5,12,1,14,23,6,13,8
hslJ,79,47,47,171,52,78,15,42,51,16,80,101,106,148,87
hslO,604,775,431,852,504,704,212,401,449,198,1136,1092,1151,1654,1318
hslR,320,344,170,353,247,316,107,228,212,111,535,529,504,699,628
hslU,1010,1138,601,1361,910,2128,715,1493,1673,750,1506,1535,1546,4941,3666
hslV,377,420,203,420,283,709,220,459,636,259,525,587,694,2130,1509
hspQ,710,688,345,952,430,5134,1613,3012,4065,1634,1193,1219,1413,6449,2775
htpG,982,1193,550,749,738,728,241,450,511,231,1293,1282,1393,3891,2565
htpX,2767,2990,1507,2333,2043,1481,481,963,1331,504,9010,8243,9767,13743,10664
htrE,9,22,10,19,7,26,7,18,18,9,161,154,155,172,135
hupA,3780,3725,2106,5243,2636,418,147,284,379,151,355,415,457,567,325
hupB,9282,9810,5214,9173,6321,177,62,104,120,60,449,478,627,876,586
hxpA,550,633,334,923,528,722,222,502,614,242,662,613,660,756,512
hxpB,435,466,213,453,312,79,22,48,80,33,82,94,114,108,70
hyaA,25,18,11,62,12,563,161,313,333,99,140,100,149,307,233
hyaB,23,29,41,85,26,644,185,413,498,190,91,94,85,172,137
hyaC,16,20,12,23,17,238,61,161,159,82,24,24,25,46,33
hyaD,18,27,17,27,22,241,69,131,139,73,40,38,26,54,41
hyaE,5,16,6,19,16,76,27,43,96,19,10,13,11,19,18
hyaF,15,25,9,21,10,101,19,58,70,44,25,23,24,17,8
hybA,152,199,116,123,132,66,12,39,40,15,61,80,94,45,33
hybB,131,160,71,80,128,38,14,27,31,12,59,56,73,19,46
hybC,471,593,288,430,397,131,45,85,101,47,382,408,413,313,278
hybD,222,217,103,201,176,56,16,27,58,8,144,160,179,110,139
hybE,113,150,44,98,110,24,10,23,36,11,122,109,119,86,54
hybG,41,62,57,32,42,11,0,5,16,2,29,24,13,24,17
hybO,184,251,99,129,166,81,34,59,92,29,156,156,203,155,137
hycA,1,3,5,1,0,0,0,1,4,0,122,115,115,8,6
hycB,6,14,5,12,0,1,0,2,3,0,218,181,202,15,17
hycC,9,21,4,23,15,5,8,3,8,2,542,559,598,42,44
hycD,10,14,10,22,11,12,0,3,6,0,207,207,218,15,18
hycE,22,55,19,47,28,4,2,1,13,1,306,277,326,39,43
hycF,4,12,4,9,7,2,0,0,5,2,41,60,64,6,1
hycG,19,10,11,23,18,27,8,16,13,4,89,85,72,16,30
hycH,28,40,8,29,25,44,15,35,34,8,57,36,75,50,26
hycI,129,111,60,133,81,254,88,139,278,128,160,146,149,124,88
hydN,63,82,56,62,55,4,3,12,2,0,36,37,56,26,25
hyfA,12,13,5,6,9,5,2,3,8,6,7,6,9,8,2
hyfB,34,54,15,37,24,51,6,25,16,5,38,31,42,16,18
hyfC,6,1,0,0,1,26,4,4,4,0,0,6,6,6,1
hyfD,4,20,13,15,10,38,2,26,5,5,34,14,17,13,13
hyfE,5,2,0,2,6,8,4,7,11,1,2,10,9,7,8
hyfF,24,28,18,47,41,47,24,26,30,4,24,58,50,26,30
hyfG,59,53,46,80,51,47,7,29,18,11,64,48,66,43,25
hyfH,15,4,10,19,15,13,1,2,4,0,8,6,14,8,10
hyfI,32,29,16,16,15,9,0,8,10,0,7,11,8,10,1
hyfJ,9,5,2,11,16,2,1,2,2,0,5,3,2,7,2
hyfR,39,42,23,75,27,16,0,10,10,0,53,41,35,31,26
hyi,23,9,3,14,10,6,0,7,5,3,27,45,26,36,34
hypA,41,70,38,40,57,8,4,6,14,5,41,31,41,38,14
hypB,82,113,67,79,84,30,4,25,16,15,60,68,57,33,19
hypC,9,27,10,11,23,1,1,3,3,0,7,7,9,6,9
hypD,205,265,87,304,148,84,23,48,60,10,319,310,266,223,219
hypE,206,260,123,388,198,312,84,150,218,88,513,517,582,640,529
hypF,162,212,107,239,192,168,58,94,105,48,245,184,196,145,145
hypT,160,149,102,124,159,30,3,17,18,17,51,45,67,63,48
hyuA,29,21,4,12,14,6,2,4,3,2,8,2,10,10,13
iaaA,834,1468,740,589,799,229,66,131,170,82,1730,1774,1839,1602,1539
iadA,319,433,213,293,289,80,25,40,47,19,136,126,129,104,77
iap,183,257,112,155,124,43,20,20,36,15,154,129,143,56,74
ibaG,337,386,233,274,319,18,3,14,10,1,77,87,105,88,52
ibpA,104,70,41,58,49,153,61,92,82,42,445,405,531,896,453
ibpB,26,43,10,27,9,70,22,51,47,26,199,207,205,298,161
ibsA,0,0,0,1,1,5,0,0,1,0,0,0,1,4,0
ibsB,3,1,0,1,0,1,0,2,2,0,3,4,3,1,2
ibsC,47,29,17,64,36,0,1,0,0,0,1,0,1,0,1
ibsD,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ibsE,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1
icd,21978,22769,10907,19868,19661,1445,439,858,1129,527,1913,1850,1953,2592,1814
iclR,618,660,341,1235,503,83,25,89,125,34,119,111,147,159,135
idi,89,91,55,264,60,207,70,80,112,41,304,269,325,512,338
idlP,1,2,1,0,1,0,0,0,0,0,16,22,23,30,7
idnD,47,62,20,57,27,26,11,14,18,9,33,46,19,24,23
idnK,13,19,6,16,14,10,4,13,8,0,15,30,40,26,20
idnO,56,56,34,55,44,19,6,11,13,8,28,23,39,22,16
idnR,74,85,64,190,57,27,9,12,10,5,40,31,29,22,33
idnT,133,93,39,138,83,28,15,13,36,5,80,53,85,78,72
igaA,976,1015,549,986,764,120,41,86,128,39,297,267,316,161,118
ihfA,4621,4564,2413,8302,3245,9147,3086,5926,8714,4027,8538,9239,9835,30867,12978
ihfB,646,797,336,977,576,457,119,228,293,98,1027,1022,1252,4192,1842
ileS,7080,9618,4775,8413,7728,1922,510,1175,1496,592,2716,2578,2826,1957,2014
ileT,219,320,172,77,202,21,5,12,12,5,30,29,31,54,23
ileV,112,186,104,40,109,12,1,10,9,1,10,22,18,27,13
ileX,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0
ileY,1,0,0,0,0,0,0,0,0,0,5,7,5,5,4
ilvA,304,441,228,772,337,165,40,100,148,40,588,520,612,229,309
ilvB,1008,1189,567,1187,903,919,223,513,723,319,404,375,446,596,386
ilvC,929,1073,463,189,805,79,24,56,67,26,154,172,170,184,137
ilvD,540,695,353,1123,563,187,42,114,159,63,1527,1492,1681,673,1030
ilvE,432,529,236,1139,334,106,29,54,80,30,1949,1708,1935,1046,1524
ilvI,526,642,416,442,504,50,17,41,37,12,98,79,100,84,55
ilvL,199,173,95,238,69,153,14,74,121,48,92,173,126,385,122
ilvM,9,14,13,4,8,0,2,0,0,1,372,413,419,241,325
ilvN,234,309,187,306,299,133,42,99,161,33,92,95,86,93,67
ilvX,0,6,1,1,4,3,0,1,6,0,93,91,99,104,85
ilvY,198,265,113,326,155,119,44,90,113,45,542,404,520,617,439
inaA,269,306,165,231,133,120,36,60,75,21,160,153,191,176,131
infA,2295,1909,941,804,1358,76,15,40,44,21,584,628,647,702,331
infB,14665,18139,9074,9428,14690,2876,776,1761,2297,989,14321,13858,14684,11427,13027
infC,14816,15959,7954,9534,11867,6873,2056,3718,3971,1799,5636,6268,6426,13834,8086
insG,139,130,108,205,108,31,6,16,20,7,88,79,81,63,37
insH11,729,707,423,544,654,152,35,90,106,57,175,180,191,180,165
insH5,117,153,45,104,82,45,16,18,24,6,28,16,20,27,17
insH6,8031,8669,4515,6663,7615,1771,478,1095,1264,537,1660,1710,1808,1968,1839
insI1,182,169,71,253,123,72,15,40,46,14,148,136,145,142,115
insI2,110,87,48,165,80,37,14,27,22,16,107,99,99,114,88
insL3,1737,2316,1228,1104,1719,168,37,106,112,44,1022,951,1026,1564,1519
insQ,672,553,284,587,537,192,66,108,165,55,309,322,360,339,220
intA,279,303,162,578,207,243,85,197,243,99,251,260,316,295,208
intD,346,344,180,316,242,60,20,46,62,12,138,126,137,146,148
intF,121,136,59,213,115,69,17,23,45,14,581,559,624,585,523
intR,67,58,51,50,27,57,10,22,39,29,130,124,142,214,127
intZ,608,607,338,304,366,97,35,70,99,43,209,176,175,220,244
iprA,1,4,0,5,0,2,0,1,2,0,4,4,8,2,1
iraD,19,6,4,5,4,8,1,5,14,8,209,172,166,137,116
iraM,5,14,3,15,2,0,0,0,0,0,0,5,1,6,1
iraP,141,144,98,98,112,16,0,4,10,2,29,32,32,55,40
iscA,1366,1887,942,647,1123,1681,535,949,1438,647,1621,1566,1679,1789,1391
iscR,1345,1910,954,794,1189,1460,347,810,971,451,2397,2404,2633,2332,1935
iscS,4519,6305,2821,1875,3679,3116,852,1741,2411,1025,6459,6310,6799,5208,5022
iscU,1538,1979,990,661,1273,1236,357,779,850,380,1943,1830,1940,1543,1503
iscX,514,622,279,317,454,59,12,8,23,8,181,147,194,109,122
ispA,1391,1751,845,943,1366,98,37,69,87,31,287,335,323,346,303
ispB,2014,2208,1090,2270,1626,391,86,221,273,105,878,748,830,778,724
ispC,858,999,526,853,681,207,68,153,155,76,442,398,459,510,377
ispD,861,797,433,882,687,51,7,29,35,15,345,366,374,239,302
ispE,1398,1775,808,1627,1201,98,25,47,82,51,826,785,898,1049,980
ispF,393,445,221,549,336,20,5,8,9,6,163,161,164,88,112
ispG,2769,3417,1804,2725,2505,2213,582,1357,1649,638,2120,2179,2263,4087,2823
ispH,1160,1522,758,1096,1194,161,46,70,120,36,322,379,413,256,216
ispU,2499,2990,1584,1573,2242,96,37,65,99,39,370,324,426,332,343
ivbL,363,258,150,260,170,381,48,151,226,104,44,53,45,213,80
ivy,252,269,91,876,171,51,14,29,50,10,370,353,473,315,161
katE,2576,2903,1620,11125,1991,1006,272,646,653,295,548,571,607,609,425
katG,2037,3278,1633,7315,2334,914,334,713,657,287,1016,836,987,769,612
kbaY,17,36,19,24,11,4,0,1,0,3,55,50,49,112,76
kbaZ,84,122,81,95,91,20,2,21,18,6,21,18,36,133,71
kbl,1905,2523,1278,5303,1885,1450,408,921,1000,464,1310,1391,1411,1481,1208
kbp,332,387,193,1844,243,3078,801,1364,2074,907,1201,1264,1444,3282,1566
kch,99,116,57,220,82,91,19,48,82,26,134,147,163,272,138
kdgA,944,1028,486,964,714,185,58,122,169,65,392,394,466,500,354
kdgK,174,241,88,182,134,56,15,39,43,23,115,138,140,83,79
kdgR,339,339,166,218,253,147,55,98,109,43,104,117,151,211,84
kdgT,60,82,52,86,48,24,13,13,10,6,27,30,46,33,37
